row_label_raw,row_label_full,col_0,Tiền tệ,Nămđáo hạn,Lãi suất năm,31/12/2022VND,1/1/2022VND,numeric__Tiền tệ,numeric__Nămđáo hạn,numeric__Lãi suất năm,numeric__31/12/2022VND,numeric__1/1/2022VND
Vay từ Công ty Tài chính Cổ phần Điện Lực,Vay từ Công ty Tài chính Cổ phần Điện Lực,Vay từ Công ty Tài chính Cổ phần Điện Lực,Vay từ Công ty Tài chính Cổ phần Điện Lực,Vay từ Công ty Tài chính Cổ phần Điện Lực,Vay từ Công ty Tài chính Cổ phần Điện Lực,Vay từ Công ty Tài chính Cổ phần Điện Lực,Vay từ Công ty Tài chính Cổ phần Điện Lực,,,,,
▪ Khoản vay 1 (i),Vay từ Công ty Tài chính Cổ phần Điện Lực > ▪ Khoản vay 1 (i),▪ Khoản vay 1 (i),JPY,2044,"1,11% - 1,60%",914.025.856.392,1.060.350.054.406,,2044.0,,914025856392.0,1060350054406.0
Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,Vay từ Ngân hàng phát triển Châu Á,,,,,
▪ Khoản vay 1 (ii),Vay từ Ngân hàng phát triển Châu Á > ▪ Khoản vay 1 (ii),▪ Khoản vay 1 (ii),USD,2034,Lãi suất thả nổi,629.088.692.082,723.522.252.301,,2034.0,,629088692082.0,723522252301.0
,,,,,,1.543.114.548.474,1.783.872.306.707,,,,1543114548474.0,1783872306707.0
Khoản đến hạn trả trong vòng 12 tháng,Vay từ Ngân hàng phát triển Châu Á > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,(186.994.533.006),(121.139.288.694),,,,-186994533006.0,-121139288694.0
Khoản đến hạn trả sau 12 tháng,Vay từ Ngân hàng phát triển Châu Á > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,1.356.120.015.468,1.662.733.018.013,,,,1356120015468.0,1662733018013.0
