row_label_raw,row_label_full,col_0,Giá trị giao dịch cho năm,Giá trị giao dịch cho năm_1,numeric__Giá trị giao dịch cho năm,numeric__Giá trị giao dịch cho năm_1
,,,2022VND,2021VND,,
Chi nhánh Tổng Công ty Phát điện 1 – Công ty Thủy điện Đồng NaiCung cấp dịch vụ,Chi nhánh Tổng Công ty Phát điện 1 – Công ty Thủy điện Đồng NaiCung cấp dịch vụ,Chi nhánh Tổng Công ty Phát điện 1 – Công ty Thủy điện Đồng NaiCung cấp dịch vụ,80.838.000,225.595.636,80838000.0,225595636.0
Công ty Viễn thông Điện lực và Công nghệ Thông tinMua dịch vụ,Công ty Viễn thông Điện lực và Công nghệ Thông tinMua dịch vụ,Công ty Viễn thông Điện lực và Công nghệ Thông tinMua dịch vụ,-,273.254.664,,273254664.0
Nhân sự quản lý chủ chốtBan Tổng Giám đốcÔng Đăng Văn Cường – Tổng Giám đốc(từ ngày 1 tháng 7 năm 2022)Tiền lương và thường,Nhân sự quản lý chủ chốtBan Tổng Giám đốcÔng Đăng Văn Cường – Tổng Giám đốc(từ ngày 1 tháng 7 năm 2022)Tiền lương và thường,Nhân sự quản lý chủ chốtBan Tổng Giám đốcÔng Đăng Văn Cường – Tổng Giám đốc(từ ngày 1 tháng 7 năm 2022)Tiền lương và thường,533.725.358,-,533725358.0,
Ông Đỗ Minh Lộc – Quyền Tổng Giám đốc(từ ngày 1 tháng 3 năm 2022 đến ngày 1 tháng 7 năm 2022)Tiền lương và thường,Ông Đỗ Minh Lộc – Quyền Tổng Giám đốc(từ ngày 1 tháng 3 năm 2022 đến ngày 1 tháng 7 năm 2022)Tiền lương và thường,Ông Đỗ Minh Lộc – Quyền Tổng Giám đốc(từ ngày 1 tháng 3 năm 2022 đến ngày 1 tháng 7 năm 2022)Tiền lương và thường,952.633.898,656.484.000,952633898.0,656484000.0
Ông Lê Văn Quang – Tổng Giám đốc(đến ngày 1 tháng 3 năm 2022)Tiền lương và thường,Ông Lê Văn Quang – Tổng Giám đốc(đến ngày 1 tháng 3 năm 2022)Tiền lương và thường,Ông Lê Văn Quang – Tổng Giám đốc(đến ngày 1 tháng 3 năm 2022)Tiền lương và thường,179.099.656,742.092.000,179099656.0,742092000.0
Thành viên khác trong Ban Tổng Giám đốcTiền lương và thường,Thành viên khác trong Ban Tổng Giám đốcTiền lương và thường,Thành viên khác trong Ban Tổng Giám đốcTiền lương và thường,952.633.898,1.312.968.000,952633898.0,1312968000.0
Hội đồng Quản trịÔng Lê Văn Quang – Chủ tịch(từ ngày 28 tháng 2 năm 2022)Tiền lương và thường,Hội đồng Quản trịÔng Lê Văn Quang – Chủ tịch(từ ngày 28 tháng 2 năm 2022)Tiền lương và thường,Hội đồng Quản trịÔng Lê Văn Quang – Chủ tịch(từ ngày 28 tháng 2 năm 2022)Tiền lương và thường,926.963.442,-,926963442.0,
Ông Nguyễn Trọng Oánh – Chủ tịch(đến ngày 28 tháng 2 năm 2022)Tiền lương và thường,Ông Nguyễn Trọng Oánh – Chủ tịch(đến ngày 28 tháng 2 năm 2022)Tiền lương và thường,Ông Nguyễn Trọng Oánh – Chủ tịch(đến ngày 28 tháng 2 năm 2022)Tiền lương và thường,186.117.158,1.003.986.456,186117158.0,1003986456.0
Ông Đăng Văn Cường – Thành viên(từ ngày 28 tháng 2 năm 2022)Tiền lương và thường,Ông Đăng Văn Cường – Thành viên(từ ngày 28 tháng 2 năm 2022)Tiền lương và thường,Ông Đăng Văn Cường – Thành viên(từ ngày 28 tháng 2 năm 2022)Tiền lương và thường,-,-,,
Ông Đỗ Minh Lộc – Thành viênTiền lương và thường,Ông Đỗ Minh Lộc – Thành viênTiền lương và thường,Ông Đỗ Minh Lộc – Thành viênTiền lương và thường,-,-,,
Ban Kiểm soátÔng Nguyễn Đăng Dung – Trường banThù lao,Ông Đỗ Minh Lộc – Thành viênTiền lương và thường > Ban Kiểm soátÔng Nguyễn Đăng Dung – Trường banThù lao,Ban Kiểm soátÔng Nguyễn Đăng Dung – Trường banThù lao,181.228.382,-,181228382.0,
Thành viên khác trong Ban kiểm soátTiền lương và thù lao,Ông Đỗ Minh Lộc – Thành viênTiền lương và thường > Thành viên khác trong Ban kiểm soátTiền lương và thù lao,Thành viên khác trong Ban kiểm soátTiền lương và thù lao,1.042.063.198,1.123.439.400,1042063198.0,1123439400.0
