row_label_raw,row_label_full,col_0,31/12/2022Giá gốcVND,1/1/2022Giá gốcVND,numeric__31/12/2022Giá gốcVND,numeric__1/1/2022Giá gốcVND
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,35.826.881.105,25.698.097.624,35826881105.0,25698097624.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,1.205.594.074,739.204.843,1205594074.0,739204843.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,468.143.485,1.104.714.051,468143485.0,1104714051.0
,,,37.500.618.664,27.542.016.518,37500618664.0,27542016518.0
