row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022 VND,1/1/2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__1/1/2022 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 +120 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 +120 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 +120 + 130 + 140 + 150),100,,"2.203.999.726,947",2.135.569.477.497,100.0,,2203999726.947,2135569477497.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,1.192.156.781.826,716.441.216.655,110.0,4.0,1192156781826.0,716441216655.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,15.985.164.426,9.474.630.555,111.0,,15985164426.0,9474630555.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,1.176.171.617.400,706.966.586.100,112.0,,1176171617400.0,706966586100.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,400.000.000.000,801.543.013.699,120.0,,400000000000.0,801543013699.0
Đầu tư nấm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nấm giữ đến ngày đáo hạn,Đầu tư nấm giữ đến ngày đáo hạn,123,5(a),400.000.000.000,801.543.013.699,123.0,,400000000000.0,801543013699.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,574.065.015.641,588.093.327.158,130.0,,574065015641.0,588093327158.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6(a),528.708.271.934,536.165.941.975,131.0,,528708271934.0,536165941975.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,1.118.094.795,3.585.007.005,132.0,,1118094795.0,3585007005.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,7,46.165.567.022,49.645.635.211,136.0,7.0,46165567022.0,49645635211.0
Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,6(c),(1.926.918.110),(1.303.257.033),137.0,,-1926918110.0,-1303257033.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,8(a),37.500.618.664,27.542.016.518,140.0,,37500618664.0,27542016518.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,37.500.618.664,27.542.016.518,141.0,,37500618664.0,27542016518.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,277.310.816,1.949.903.467,150.0,,277310816.0,1949903467.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,13(a),277.310.816,1.949.903.467,151.0,,277310816.0,1949903467.0
