row_label_raw,row_label_full,Ngàn VND,Ngàn VND_1,Ngàn VND_2,Ngàn VND_3,Ngàn VND_4,Ngàn VND_5,numeric__Ngàn VND_1,numeric__Ngàn VND_2,numeric__Ngàn VND_3,numeric__Ngàn VND_4,numeric__Ngàn VND_5
Năm phát sinh,Năm phát sinh,Năm phát sinh,Có thể chuyển lỗ đến năm,Lỗ tính thuế (*),Đã chuyển lỗ đến ngày 31 tháng 12 năm 2015,Không được chuyển lỗ,Chưa chuyển lỗ tai ngày 31 tháng 12 năm 2015,,,,,
2015,Năm phát sinh > 2015,2015,2020,9.683.880,-,-,9.683.880,2020.0,9683880.0,,,9683880.0
