row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.157.409.018,95.030.930,1157409018.0,95030930.0
Các điều chỉnh:,Các điều chỉnh:,Các điều chỉnh:,,,,
Thu nhập cổ tức,Các điều chỉnh: > Thu nhập cổ tức,Thu nhập cổ tức,(1.190.255.496),(88.353.294),-1190255496.0,-88353294.0
Chi phí không được khấu trừ,Các điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,24.052.198,-,24052198.0,
Chi phí trích trước,Các điều chỉnh: > Chi phí trích trước,Chi phí trích trước,(889.600),(118.400),-889600.0,-118400.0
(Lỗ tính thuế) lợi nhuận thuần điều chỉnh trước thuế chưa cán trừ lỗ năm trước,Các điều chỉnh: > (Lỗ tính thuế) lợi nhuận thuần điều chỉnh trước thuế chưa cán trừ lỗ năm trước,(Lỗ tính thuế) lợi nhuận thuần điều chỉnh trước thuế chưa cán trừ lỗ năm trước,(9.683.880),6.559.236,-9683880.0,6559236.0
Lỗ năm trước chuyển sang,Các điều chỉnh: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,-,(1.748.114),,-1748114.0
(Lỗ tính thuế) thu nhập chịu thuế ước tính trong năm hiện hành,Các điều chỉnh: > (Lỗ tính thuế) thu nhập chịu thuế ước tính trong năm hiện hành,(Lỗ tính thuế) thu nhập chịu thuế ước tính trong năm hiện hành,(9.683.880),4.811.122,-9683880.0,4811122.0
Chi phí thuế TNDN hiện hành ước tính trong năm,Các điều chỉnh: > Chi phí thuế TNDN hiện hành ước tính trong năm,Chi phí thuế TNDN hiện hành ước tính trong năm,-,1.058.447,,1058447.0
Thuế TNDN phải trả đầu năm,Các điều chỉnh: > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,1.058.447,-,1058447.0,
Thuế TNDN trích thừa năm trước,Các điều chỉnh: > Thuế TNDN trích thừa năm trước,Thuế TNDN trích thừa năm trước,(186.505),-,-186505.0,
Thuế TNDN đã trả trong năm,Các điều chỉnh: > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(1.157.773),-,-1157773.0,
Thuế TNDN (trả trước) phải trả cuối năm,Các điều chỉnh: > Thuế TNDN (trả trước) phải trả cuối năm,Thuế TNDN (trả trước) phải trả cuối năm,(285.831),1.058.447,-285831.0,1058447.0
