row_label_raw,row_label_full,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Mượn tiềnLãi vayThu hộCổ tức phải trả,615.181.66254.759.7711.457.387-,1.118.513.247104.048.39844.116.61483.091.160,numeric__Công ty mẹ,numeric__Mượn tiềnLãi vayThu hộCổ tức phải trả,numeric__615.181.66254.759.7711.457.387-,numeric__1.118.513.247104.048.39844.116.61483.091.160
Công ty TNHH Hoàng Anh An Dong Meas,Công ty TNHH Hoàng Anh An Dong Meas,Công ty TNHH Hoàng Anh An Dong Meas,Công ty con,Thu hộ,1.319.343,-,,,1319343.0,
Công ty TNHH Daun Penh Agrico,Công ty TNHH Daun Penh Agrico,Công ty TNHH Daun Penh Agrico,Công ty con,Mượn tiền,150.381,-,,,150381.0,
Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Bên liên quan,Mượn tiền,-,85.410.614,,,,85410614.0
Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh – Quang Minh,Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh – Quang Minh,Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh – Quang Minh,Công ty con,Thu hộ,-,22.724,,,,22724.0
Công ty TNHH Hoàng Anh Lymphat,Công ty TNHH Hoàng Anh Lymphat,Công ty TNHH Hoàng Anh Lymphat,Công ty con,Khác,70.732,-,,,70732.0,
,,,,,672.939.276,1.435.202.757,,,672939276.0,1435202757.0
