row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2015,Ngày 31 tháng 12năm 2014,numeric__Ngày 31 tháng 12năm 2015,numeric__Ngày 31 tháng 12năm 2014
Vay và mượn,Vay và mượn,Vay và mượn,671.398.820,1.435.180.033,671398820.0,1435180033.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,4.506.440,4.732.440,4506440.0,4732440.0
Phải trả khác,Phải trả khác,Phải trả khác,1.775.569,43.965,1775569.0,43965.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,677.680.829,1.439.956.438,677680829.0,1439956438.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả khác cho các bên liên quan(Thuyết minh số 19),Trong đó: > Phải trả khác cho các bên liên quan(Thuyết minh số 19),Phải trả khác cho các bên liên quan(Thuyết minh số 19),672.939.276,1.435.202.757,672939276.0,1435202757.0
Phải trả bên khác,Trong đó: > Phải trả bên khác,Phải trả bên khác,4.741.553,4.753.681,4741553.0,4753681.0
