row_label_raw,row_label_full,Ho và tên,Chức vụ,col_2,numeric__Chức vụ,numeric__col_2
Ông Lê Hồng Phong,Ông Lê Hồng Phong,Ông Lê Hồng Phong,Trường ban,bổ nhiệm ngày 4 tháng 4 năm 2015,,
Ông Đỗ Văn Hải,Ông Đỗ Văn Hải,Ông Đỗ Văn Hải,Trường ban,măn nhiệm ngày 4 tháng 4 năm 2015,,
Ông Phạm Ngọc Châu,Ông Phạm Ngọc Châu,Ông Phạm Ngọc Châu,Thành viên,bổ nhiệm ngày 4 tháng 4 năm 2015,,
Bà Đào Định Phương,Bà Đào Định Phương,Bà Đào Định Phương,Thành viên,bổ nhiệm ngày 4 tháng 4 năm 2015,,
Bà Huỳnh Thị Lan Hồng,Bà Huỳnh Thị Lan Hồng,Bà Huỳnh Thị Lan Hồng,Thành viên,măn nhiệm ngày 4 tháng 4 năm 2015,,
Bà Trương Thị Mỹ Nguyệt,Bà Trương Thị Mỹ Nguyệt,Bà Trương Thị Mỹ Nguyệt,Thành viên,măn nhiệm ngày 4 tháng 4 năm 2015,,
