row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
"Chi phí tư vấn, hoa hồng môi giới và giao dịch qua sàn","Chi phí bán hàng > Chi phí tư vấn, hoa hồng môi giới và giao dịch qua sàn","Chi phí tư vấn, hoa hồng môi giới và giao dịch qua sàn",134.635.474.886,30.475.012.284,134635474886.0,30475012284.0
Phí quản lý thương hiệu,Chi phí bán hàng > Phí quản lý thương hiệu,Phí quản lý thương hiệu,17.394.989.335,3.027.000.000,17394989335.0,3027000000.0
Chi phí bán hàng khác,Chi phí bán hàng > Chi phí bán hàng khác,Chi phí bán hàng khác,9.498.841.971,7.712.770.805,9498841971.0,7712770805.0
,,,161.529.306.192,41.214.783.089,161529306192.0,41214783089.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí dự phòng nợ phải thu khó đòi,Chi phí quản lý doanh nghiệp > Chi phí dự phòng nợ phải thu khó đòi,Chi phí dự phòng nợ phải thu khó đòi,22.000.000.000,-,22000000000.0,
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,20.288.252.265,6.157.108.477,20288252265.0,6157108477.0
,,,42.288.252.265,6.157.108.477,42288252265.0,6157108477.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,203.817.558.457,47.371.891.566,203817558457.0,47371891566.0
