row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Đơn vị tính: VND > Số đầu năm > Giá gốc,Đơn vị tính: VND > Số đầu năm > Dự phòng,numeric__Thuyết minh,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: VND > Số đầu năm > Giá gốc,numeric__Đơn vị tính: VND > Số đầu năm > Dự phòng
Đầu tư vào công ty con Đầu tư vào công ty liên kết,Đầu tư vào công ty con Đầu tư vào công ty liên kết,Đầu tư vào công ty con Đầu tư vào công ty liên kết,15.1,6.546.213.822.000,-,10.843.374.892.100,-,151.0,6546213822000.0,,10843374892100.0,
Đầu tư vào công ty con Đầu tư vào công ty liên kết,Đầu tư vào công ty con Đầu tư vào công ty liên kết,Đầu tư vào công ty con Đầu tư vào công ty liên kết,15.2,3.311.388.888.887,-,3.311.388.888.887,-,152.0,3311388888887.0,,3311388888887.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,9.857.602.710.887,-,14.154.763.780.987,-,,9857602710887.0,,14154763780987.0,
