row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Đặc cọc cho mục đích đầu tư,Góp vốn vào công ty con,Vốn góp thừa phải thu,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Đặc cọc cho mục đích đầu tư,numeric__Góp vốn vào công ty con,numeric__Vốn góp thừa phải thu,numeric__Đơn vị tính: VND
Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,Tập đoàn Vingroup - Công ty CP,Công ty mẹ,(553 184.989.212),-,-,-,,,,,
Công ty Vincom Retail Miền Nam,Tập đoàn Vingroup - Công ty CP > Công ty Vincom Retail Miền Nam,Công ty Vincom Retail Miền Nam,Công ty con,-,330.000.000.000,-,-,,,330000000000.0,,
"Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"")","Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"")","Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"")",Công ty con,,,,,,,,,
"Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"")","Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"") > Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"")","Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"")",Công ty con,-,44.000.000.000,-,-,,,44000000000.0,,
Công ty Suối Hoa,"Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"") > Công ty Suối Hoa",Công ty Suối Hoa,Công ty con,-,224.888.928.000,(107.720.000.000),-,,,224888928000.0,-107720000000.0,
Công ty Ngôi Sao Xanh,"Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"") > Công ty Ngôi Sao Xanh",Công ty Ngôi Sao Xanh,Công ty con (trước thời điểm chuyển nhượng),-,2.586.997.106.680,-,-,,,2586997106680.0,,
Công ty An Phong,"Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"") > Công ty An Phong",Công ty An Phong,Công ty con,-,1.798.671.140.000,-,-,,,1798671140000.0,,
Warburg Pincus,"Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"") > Warburg Pincus",Warburg Pincus,Cổ đông,-,-,-,538.141.870.000,,,,,538141870000.0
Credit Suïsse,"Công ty TNHH Vincom Center Hạ Long (""Công ty Vincom Center Hạ Long"") > Credit Suïsse",Credit Suïsse,Cổ đông,-,-,-,1.614.425.600.000,,,,,1614425600000.0
