row_label_raw,row_label_full,col_0,Số đầu năm,Số phát sinh trong năm,Số đã nộp trong năm,Đơn vị tính:VND,numeric__Số đầu năm,numeric__Số phát sinh trong năm,numeric__Số đã nộp trong năm,numeric__Đơn vị tính:VND
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế giá trị gia tăng,Phải nộp > Thuế giá trị gia tăng,Thuế giá trị gia tăng,156.619.884.487,41.509.788.889,(197.300.564.868),829.108.508,156619884487.0,41509788889.0,-197300564868.0,829108508.0
Thuế thu nhập doanh nghiệp (Thuyết minh số 28),Phải nộp > Thuế thu nhập doanh nghiệp (Thuyết minh số 28),Thuế thu nhập doanh nghiệp (Thuyết minh số 28),76.106.499.725,15.485.906.056,(91.592.405.781),-,76106499725.0,15485906056.0,-91592405781.0,
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.035.648.685,16.037.189.631,(15.809.083.039),1.263.755.277,1035648685.0,16037189631.0,-15809083039.0,1263755277.0
Tiền thuê và tiền sử dụng đất,Phải nộp > Tiền thuê và tiền sử dụng đất,Tiền thuê và tiền sử dụng đất,170.609.765.250,218.595.870.239,(356.230.405.722),32.975.229.767,170609765250.0,218595870239.0,-356230405722.0,32975229767.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,404.371.798.147,291.628.754.815,(660.932.459.410),35.068.093.552,404371798147.0,291628754815.0,-660932459410.0,35068093552.0
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế thu nhập doanh nghiệp nộp thừa,Phải thu > Thuế thu nhập doanh nghiệp nộp thừa,Thuế thu nhập doanh nghiệp nộp thừa,11.747.078.078,(7.278.442.206),-,4.468.635.872,11747078078.0,-7278442206.0,,4468635872.0
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,11.747.078.078,(7.278.442.206),-,4.468.635.872,11747078078.0,-7278442206.0,,4468635872.0
