row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,2.316.010.378.290,3.112.978.219.684,2316010378290.0,3112978219684.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,1.786.597.535.717,2.874.818.018.841,1786597535717.0,2874818018841.0
Doanh thu cung cấp dịch vụ quản lý,Trong đó: > Doanh thu cung cấp dịch vụ quản lý,Doanh thu cung cấp dịch vụ quản lý,209.684.364.764,197.618.214.534,209684364764.0,197618214534.0
Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Trong đó: > Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,279.862.583.864,27.573.328.414,279862583864.0,27573328414.0
Doanh thu cung cấp dịch vụ khác,Trong đó: > Doanh thu cung cấp dịch vụ khác,Doanh thu cung cấp dịch vụ khác,39.865.893.945,12.968.657.895,39865893945.0,12968657895.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,-,,
Doanh thu thuần,Các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,2.316.010.378.290,3.112.978.219.684,2316010378290.0,3112978219684.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với các bên khác,Trong đó: > Doanh thu đối với các bên khác,Doanh thu đối với các bên khác,1.966.059.535.118,2.905.468.618.412,1966059535118.0,2905468618412.0
Doanh thu đối với các bên liên quan,Trong đó: > Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,349.950.843.172,207.509.601.272,349950843172.0,207509601272.0
