row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,15.221.242.087.786,23.915.009.072.062,,,15221242087786.0,23915009072062.0
210,210,210,I. Các khoản phải thu dài hạn,,2.614.160.519.896,5.780.977.190.275,,,2614160519896.0,5780977190275.0
215,215,215,1. Phải thu về cho vay dài hạn,,2.613.600.000.000,5.780.977.190.275,,,2613600000000.0,5780977190275.0
216,216,216,2. Phải thu dài hạn khác,,560.519.896,-,,,560519896.0,
220,220,220,II. Tài sản cố định,,33.705.703.569,11.953.233.054,,,33705703569.0,11953233054.0
221,221,221,1. Tài sản cố định hữu hình,,1.175.879.136,506.147.427,,,1175879136.0,506147427.0
222,222,222,Nguyên giá,,1.460.380.157,546.186.837,,,1460380157.0,546186837.0
223,223,223,Giá trị hao mòn lũy kế,,(284.501.021),(40.039.410),,,-284501021.0,-40039410.0
227,227,227,2. Tài sản cố định vô hình,11,32.529.824.433,11.447.085.627,,11.0,32529824433.0,11447085627.0
228,228,228,Nguyên giá,,37.100.438.404,13.222.660.379,,,37100438404.0,13222660379.0
229,229,229,Giá trị hao mòn lũy kế,,(4.570.613.971),(1.775.574.752),,,-4570613971.0,-1775574752.0
230,230,230,III. Bất động sản đầu tư,12,2.320.367.857.929,2.384.029.530.834,,12.0,2320367857929.0,2384029530834.0
231,231,231,1. Nguyên giá,,2.393.116.299.484,2.392.192.860.925,,,2393116299484.0,2392192860925.0
232,232,232,2. Giá trị hao mòn lũy kế,,(72.748.441.555),(8.163.330.091),,,-72748441555.0,-8163330091.0
240,240,240,IV. Tài sản dở dang dài hạn,14,373.334.273.338,42.487.503.190,,14.0,373334273338.0,42487503190.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,373.334.273.338,42.487.503.190,,,373334273338.0,42487503190.0
250,250,250,V. Đầu tư tài chính dài hạn,15,9.857.602.710.887,14.154.763.780.987,,15.0,9857602710887.0,14154763780987.0
251,251,251,1. Đầu tư vào công ty con,15.1,6.546.213.822.000,10.843.374.892.100,,151.0,6546213822000.0,10843374892100.0
252,252,252,2. Đầu tư vào công ty liên kết,15.2,3.311.388.888.887,3.311.388.888.887,,152.0,3311388888887.0,3311388888887.0
260,260,260,VI. Tài sản dài hạn khác,,22.071.022.167,1.540.797.833.722,,,22071022167.0,1540797833722.0
261,261,261,1. Chi phí trả trước dài hạn,9,22.071.022.167,40.797.833.722,,9.0,22071022167.0,40797833722.0
268,268,268,2. Tài sản dài hạn khác,10,-,1.500.000.000.000,,10.0,,1500000000000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,27.269.348.370.630,29.872.404.553.944,,,27269348370630.0,29872404553944.0
