row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Giá vốn chuyển nhượng bất động sản,Giá vốn chuyển nhượng bất động sản,Giá vốn chuyển nhượng bất động sản,1.493.992.332.058,2.430.942.935.226,1493992332058.0,2430942935226.0
Giá vốn cung cấp dịch vụ quản lý,Giá vốn cung cấp dịch vụ quản lý,Giá vốn cung cấp dịch vụ quản lý,208.129.333.935,197.618.214.534,208129333935.0,197618214534.0
Giá vốn cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Giá vốn cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Giá vốn cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,139.019.650.626,15.550.658.049,139019650626.0,15550658049.0
Giá vốn cung cấp dịch vụ khác,Giá vốn cung cấp dịch vụ khác,Giá vốn cung cấp dịch vụ khác,29.272.092.733,3.847.977.905,29272092733.0,3847977905.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.870.413.409.352,2.647.959.785.714,1870413409352.0,2647959785714.0
