row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,22.1,2.316.010.378.290,3.112.978.219.684,,221.0,2316010378290.0,3112978219684.0
02,02,02,2. Các khoản giảm trừ doanh thu,22.1,-,-,,221.0,,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,2.316.010.378.290,3.112.978.219.684,,221.0,2316010378290.0,3112978219684.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,23,(1.870.413.409.352),(2.647.959.785.714),,23.0,-1870413409352.0,-2647959785714.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,445.596.968.938,465.018.433.970,,,445596968938.0,465018433970.0
21,21,21,6. Doanh thu hoạt động tài chính,22.2,1.814.717.400.236,1.124.469.538.986,,222.0,1814717400236.0,1124469538986.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,24,(1.045.799.114.710) (1.037.615.773.650),(1.130.909.706.562) (1.108.357.025.175),,24.0,,
25,25,25,8. Chi phí bán hàng,25,(161.529.306.192),(41.214.783.089),,25.0,-161529306192.0,-41214783089.0
26,26,26,9. Chi phí quản lý doanh nghiệp,25,(42.288.252.265),(6.157.108.477),,25.0,-42288252265.0,-6157108477.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,1.010.697.696.007,411.206.374.828,,,1010697696007.0,411206374828.0
31,31,31,11. Thu nhập khác,26,2.732.417.177,3.427.454.411,,26.0,2732417177.0,3427454411.0
32,32,32,12. Chi phí khác,26,(141.375.675.435),(93.990.142),,26.0,-141375675435.0,-93990142.0
40,40,40,13. (Lỗ)/lợi nhuận khác,26,(138.643.258.258),3.333.464.269,,26.0,-138643258258.0,3333464269.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,872.054.437.749,414.539.839.097,,,872054437749.0,414539839097.0
51,51,51,15. Chi phí thuế TNDN hiện hành,28.1,(34.250.570.382),(88.902.430.449),,281.0,-34250570382.0,-88902430449.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,837.803.867.367,325.637.408.648,,,837803867367.0,325637408648.0
