row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,872.054.437.749,414.539.839.097,,,872054437749.0,414539839097.0
02,02,02,"Khấu hao tài sản cố định hữu hình, bất động sản đầu tư và hao mòn tài sản cố định vô hình","11, 12",67.624.612.294,9.835.789.745,,,67624612294.0,9835789745.0
03,03,03,Các khoản dự phòng,,24.538.451.243,-,,,24538451243.0,
04,04,04,Lỗ chênh lệch tỷ giả hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,24,6.800.000.000,21.500.000.000,,24.0,6800000000.0,21500000000.0
05,05,05,Lãi từ hoạt động đầu tư,,(1.814.265.190.844),(1.123.429.843.237),,,-1814265190844.0,-1123429843237.0
06,06,06,Chỉ phí lãi vay,24,1.037.615.773.650,1.108.357.025.175,,24.0,1037615773650.0,1108357025175.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,194.368.084.092,430.802.810.780,,,194368084092.0,430802810780.0
09,09,09,Giảm/(tăng) các khoản phải thu,,575.057.123.449,(78.614.157.557),,,575057123449.0,-78614157557.0
10,10,10,Giảm hàng tồn kho,,1.075.387.089.606,1.793.375.842.121,,,1075387089606.0,1793375842121.0
11,11,11,"Giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(1.810.589.045.276),(506.173.171.528),,,-1810589045276.0,-506173171528.0
12,12,12,Giảm/(tăng) chi phí trả trước,,77.180.298.583,(15.097.494.281),,,77180298583.0,-15097494281.0
14,14,14,Tiền lãi vay đã trả,,(1.586.025.344.494),(1.151.464.801.614),,,-1586025344494.0,-1151464801614.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,17,(91.592.405.781),(9.538.786.075),,17.0,-91592405781.0,-9538786075.0
20,20,20,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động kinh doanh,,(1.566.214.199.821),463.290.241.846,,,-1566214199821.0,463290241846.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chỉ đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(300.402.555.329),(1.181.929.438.072),,,-300402555329.0,-1181929438072.0
22,22,22,"Tiền thu được từ thanh lý, nhượng bán tài sản cố định",,-,60.304.251,,,,60304251.0
23,23,23,"Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(3.671.300.000.000),(5.296.827.190.275),,,-3671300000000.0,-5296827190275.0
24,24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,2.011.980.555.556,3.686.962.859.602,,,2011980555556.0,3686962859602.0
25,25,25,Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(1.196.504.726.019),(4.356.952.244.005),,,-1196504726019.0,-4356952244005.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,4.271.606.241.898,611.402.496.515,,,4271606241898.0,611402496515.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,1.566.071.715.769,525.364.534.873,,,1566071715769.0,525364534873.0
30,30,30,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,,2.681.451.231.875,(6.011.918.677.111),,,2681451231875.0,-6011918677111.0
