row_label_raw,row_label_full,Đối tượng nợ > Công ty Cổ phần BSC Việt Nam,Số cuối năm > Giá gốc > 24.501.238.357,Số cuối năm > Giá trị có thể thu hồi > 2.501.238.357,Đơn vị tính: VND > Số đầu năm > Giá gốc > -,Đơn vị tính: VND > Số đầu năm > Giá trị có thể thu hồi > -,numeric__Số cuối năm > Giá gốc > 24.501.238.357,numeric__Số cuối năm > Giá trị có thể thu hồi > 2.501.238.357,numeric__Đơn vị tính: VND > Số đầu năm > Giá gốc > -,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị có thể thu hồi > -
Công ty Cổ phần Đại Dương Thắng Long,Công ty Cổ phần Đại Dương Thắng Long,Công ty Cổ phần Đại Dương Thắng Long,79.677.103.485,79.677.103.485,94.697.103.485,94.697.103.485,79677103485.0,79677103485.0,94697103485.0,94697103485.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,104.178.341.842,82.178.341.842,94.697.103.485,94.697.103.485,104178341842.0,82178341842.0,94697103485.0,94697103485.0
