row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Phân loại lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Phân loại lại)
100,100,100,A. TÀI SẢN NGẮN HẠN,,12.048.106.282.844,5.957.395.481.882,,,12048106282844.0,5957395481882.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,1.210.553.997.781,179.615.687.413,,4.0,1210553997781.0,179615687413.0
111,111,111,1. Tiền,,209.553.997.781,169.890.687.413,,,209553997781.0,169890687413.0
112,112,112,2. Các khoản tương đương tiền,,1.001.000.000.000,9.725.000.000,,,1001000000000.0,9725000000.0
130,130,130,II. Các khoản phải thu ngắn hạn,,10.450.924.853.126,2.691.863.998.092,,,10450924853126.0,2691863998092.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,519.782.587.432,236.214.291.900,,5.0,519782587432.0,236214291900.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,3.968.999.365,446.278.225.551,,,3968999365.0,446278225551.0
135,135,135,3. Phải thu về cho vay ngắn hạn,29,7.632.456.639.615,944.000.000.000,,29.0,7632456639615.0,944000000000.0
136,136,136,4. Phải thu ngắn hạn khác,6,2.316.716.626.714,1.065.371.480.641,,6.0,2316716626714.0,1065371480641.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"6,7",(22.000.000.000),-,,6.7,-22000000000.0,
140,140,140,III. Hàng tồn kho,8,318.360.931.109,1.393.748.020.716,,8.0,318360931109.0,1393748020716.0
141,141,141,1. Hàng tồn kho,,318.360.931.109,1.393.748.020.716,,,318360931109.0,1393748020716.0
150,150,150,IV. Tài sản ngắn hạn khác,,68.266.500.828,1.692.167.775.661,,,68266500828.0,1692167775661.0
151,151,151,1. Chi phí trả trước ngắn hạn,9,51.105.929.655,139.930.282.783,,9.0,51105929655.0,139930282783.0
152,152,152,2. Thuế GTGT được khấu trừ,,12.691.935.301,-,,,12691935301.0,
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,17,4.468.635.872,11.747.078.078,,17.0,4468635872.0,11747078078.0
155,155,155,4. Tài sản ngắn hạn khác,10,-,1.540.490.414.800,,10.0,,1540490414800.0
