row_label_raw,row_label_full,col_0,col_1,MS,TM,31/12/2015VND,01/01/2015VND,numeric__col_1,numeric__MS,numeric__TM,numeric__31/12/2015VND,numeric__01/01/2015VND
A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,100,,1.975.190.602.956,1.966.981.157.973,,100.0,,1975190602956.0,1966981157973.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,576.880.129.477,360.060.918.592,,110.0,51.0,576880129477.0,360060918592.0
1.,1.,1.,Tiền,111,,295.680.129.477,302.860.918.592,,111.0,,295680129477.0,302860918592.0
2.,2.,2.,Các khoản tương đương tiền,112,,281.200.000.000,57.200.000.000,,112.0,,281200000000.0,57200000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5.2,45.249.232.122,76.362.165.051,,120.0,52.0,45249232122.0,76362165051.0
3.,3.,3.,Đầu tư nắm giữ đến ngày đáo hạn,123,,45.249.232.122,76.362.165.051,,123.0,,45249232122.0,76362165051.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.220.713.013.767,1.412.424.242.609,,130.0,,1220713013767.0,1412424242609.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,763.979.970.700,1.243.161.820.581,,131.0,53.0,763979970700.0,1243161820581.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,320.272.170.741,107.593.297.891,,132.0,,320272170741.0,107593297891.0
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,10.130.000.000,362.000.000,,135.0,,10130000000.0,362000000.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.4,126.653.633.499,61.663.674.455,,136.0,54.0,126653633499.0,61663674455.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,,(322.761.173),(356.550.318),,137.0,,-322761173.0,-356550318.0
IV.,IV.,IV.,Hàng tồn kho,140,,56.384.765.377,59.535.634.994,,140.0,,56384765377.0,59535634994.0
1.,1.,1.,Hàng tồn kho,141,5.5,56.384.765.377,59.535.634.994,,141.0,55.0,56384765377.0,59535634994.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,75.963.462.213,58.598.196.727,,150.0,,75963462213.0,58598196727.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.9,2.497.322.813,19.428.789,,151.0,59.0,2497322813.0,19428789.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,68.900.589.570,47.035.578.193,,152.0,,68900589570.0,47035578193.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,5.12,4.565.549.830,11.543.189.745,,153.0,512.0,4565549830.0,11543189745.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,5.111.160.271.020,4.246.356.127.077,,200.0,,5111160271020.0,4246356127077.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,250.642.124.472,-,,210.0,,250642124472.0,
1.,1.,1.,Phải thu dài hạn của khách hàng,211,5.3,250.519.019.957,-,,211.0,53.0,250519019957.0,
6.,6.,6.,Phải thu dài hạn khác,216,5.4,3.273.104.515,-,,216.0,54.0,3273104515.0,
7.,7.,7.,Dự phòng phải thu dài hạn khó đòi,219,,(3.150.000.000),-,,219.0,,-3150000000.0,
II.,II.,II.,Tài sản cố định,220,,2.440.807.716.569,685.620.674.856,,220.0,,2440807716569.0,685620674856.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.7,2.440.517.138.500,685.279.532.526,,221.0,57.0,2440517138500.0,685279532526.0
,,,- Nguyên giá,222,,2.662.264.380.872,811.112.480.738,,222.0,,2662264380872.0,811112480738.0
,,,- Giá trị hao mòn lũy kế,223,,(221.747.242.372),(125.832.948.212),,223.0,,-221747242372.0,-125832948212.0
3.,3.,3.,Tài sản cố định vô hình,227,5.8,290.578.069,341.142.330,,227.0,58.0,290578069.0,341142330.0
,,,- Nguyên giá,228,,1.250.694.888,1.185.694.888,,228.0,,1250694888.0,1185694888.0
,,,- Giá trị hao mòn lũy kế,229,,(960.116.819),(844.552.558),,229.0,,-960116819.0,-844552558.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,5.6,2.038.634.741.149,3.422.135.642.724,,240.0,56.0,2038634741149.0,3422135642724.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,,2.038.634.741.149,3.422.135.642.724,,242.0,,2038634741149.0,3422135642724.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.2,321.821.249.053,132.096.969.269,,250.0,52.0,321821249053.0,132096969269.0
2.,2.,2.,"Đầu tư vào công ty liên kết, liên doanh",252,,315.691.249.053,16.909.026.908,,252.0,,315691249053.0,16909026908.0
