row_label_raw,row_label_full,CHỈ TIÊU,MS,Năm 2015VND,Năm 2014VND,numeric__MS,numeric__Năm 2015VND,numeric__Năm 2014VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,
1. Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,196.792.964.403,334.091.776.928,1.0,196792964403.0,334091776928.0
2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,
- Khấu hao tài sản cố định và BDS đầu tư,2. Điều chỉnh cho các khoản > - Khấu hao tài sản cố định và BDS đầu tư,- Khấu hao tài sản cố định và BDS đầu tư,02,97.303.819.081,47.872.668.184,2.0,97303819081.0,47872668184.0
- Các khoản dự phòng,2. Điều chỉnh cho các khoản > - Các khoản dự phòng,- Các khoản dự phòng,03,18.227.556.419,(402.592.147),3.0,18227556419.0,-402592147.0
"- Lãi, lỗ từ hoạt động đầu tư","2. Điều chỉnh cho các khoản > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,(30.188.754.732),(10.822.125.847),5.0,-30188754732.0,-10822125847.0
- Chi phí lãi vay,2. Điều chỉnh cho các khoản > - Chi phí lãi vay,- Chi phí lãi vay,06,105.595.932.479,39.294.597.827,6.0,105595932479.0,39294597827.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,387.731.517.650,410.034.324.945,8.0,387731517650.0,410034324945.0
"- Tăng, giảm các khoản phải thu","2. Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải thu","- Tăng, giảm các khoản phải thu",09,(249.696.811.662),177.408.152.999,9.0,-249696811662.0,177408152999.0
"- Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản > - Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho",10,3.150.869.617,59.857.198.479,10.0,3150869617.0,59857198479.0
"- Tăng, giảm các khoản phải trả","2. Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải trả","- Tăng, giảm các khoản phải trả",11,527.307.839.084,293.149.074.507,11.0,527307839084.0,293149074507.0
"- Tăng, giảm chi phí trả trước","2. Điều chỉnh cho các khoản > - Tăng, giảm chi phí trả trước","- Tăng, giảm chi phí trả trước",12,(55.229.493.573),(46.884.641),12.0,-55229493573.0,-46884641.0
