row_label_raw,row_label_full,Giá trị còn lại của tài sản,Năm 2015VND > 121.360.229,Năm 2014VND > 320.435.544,numeric__Năm 2015VND > 121.360.229,numeric__Năm 2014VND > 320.435.544
Chi phí khác,Chi phí khác,Chi phí khác,2.270.012.843,6.748.398.006,2270012843.0,6748398006.0
Tổng,Tổng,Tổng,2.391.373.072,7.068.833.550,2391373072.0,7068833550.0
