row_label_raw,row_label_full,col_0,31/12/2015 > Giá trị,31/12/2015 > Số có khã năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,01/01/2015 > Giá trị,01/01/2015 > Số có khã năng trả nợ,numeric__31/12/2015 > Giá trị,numeric__31/12/2015 > Số có khã năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Số có khã năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,129.460.545.030,129.460.545.030,383.096.544.978,618.668.565.797,365.032.565.849,365.032.565.849,129460545030.0,129460545030.0,383096544978.0,618668565797.0,365032565849.0,365032565849.0
+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,58.938.651.404,58.938.651.404,95.960.171.147,284.346.495.156,247.324.975.413,247.324.975.413,58938651404.0,58938651404.0,95960171147.0,284346495156.0,247324975413.0,247324975413.0
+ Ngân hàng TMCP Đầu tư và PT Việt Nam - Chi nhánh Nam Hà Nội,+ Ngân hàng TMCP Đầu tư và PT Việt Nam - Chi nhánh Nam Hà Nội,+ Ngân hàng TMCP Đầu tư và PT Việt Nam - Chi nhánh Nam Hà Nội,47.791.703.638,47.791.703.638,112.882.238.374,135.954.914.022,70.864.379.286,70.864.379.286,47791703638.0,47791703638.0,112882238374.0,135954914022.0,70864379286.0,70864379286.0
+ Ngân hàng TMCP Đầu khí - Chi nhánh Thăng Long,+ Ngân hàng TMCP Đầu khí - Chi nhánh Thăng Long,+ Ngân hàng TMCP Đầu khí - Chi nhánh Thăng Long,-,-,13.036.672.000,45.177.475.650,32.140.803.650,32.140.803.650,,,13036672000.0,45177475650.0,32140803650.0,32140803650.0
+ Ngân hàng SHB -CN Thăng Long,+ Ngân hàng SHB -CN Thăng Long,+ Ngân hàng SHB -CN Thăng Long,12.992.928.356,12.992.928.356,34.036.266.325,23.999.380.969,2.956.043.000,2.956.043.000,12992928356.0,12992928356.0,34036266325.0,23999380969.0,2956043000.0,2956043000.0
+ Ngân hàng Sacombank - CN Quảng Bình,+ Ngân hàng Sacombank - CN Quảng Bình,+ Ngân hàng Sacombank - CN Quảng Bình,,-,64.200.000.000,64.200.000.000,-,-,,,64200000000.0,64200000000.0,,
+ Vay đối tượng khác,+ Vay đối tượng khác,+ Vay đối tượng khác,9.737.261.632,9.737.261.632,62.981.197.132,64.990.300.000,11.746.364.500,11.746.364.500,9737261632.0,9737261632.0,62981197132.0,64990300000.0,11746364500.0,11746364500.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,3.086.394.494.726,3.086.394.494.726,1.520.160.458.849,600.096.940.340,2.166.330.976.217,2.166.330.976.217,3086394494726.0,3086394494726.0,1520160458849.0,600096940340.0,2166330976217.0,2166330976217.0
+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Nam Định,2.203.782.676.869,2.203.782.676.869,1.197.106.310.992,387.477.680.110,1.394.154.045.987,1.394.154.045.987,2203782676869.0,2203782676869.0,1197106310992.0,387477680110.0,1394154045987.0,1394154045987.0
+ Ngân hàng PT Việt Nam - CN Nam Định,+ Ngân hàng PT Việt Nam - CN Nam Định,+ Ngân hàng PT Việt Nam - CN Nam Định,549.125.920.000,549.125.920.000,-,18.155.556.000,567.281.476.000,567.281.476.000,549125920000.0,549125920000.0,,18155556000.0,567281476000.0,567281476000.0
+ Ngân hàng PT Việt Nam - SGD I,+ Ngân hàng PT Việt Nam - SGD I,+ Ngân hàng PT Việt Nam - SGD I,-,-,-,154.713.054.230,154.713.054.230,154.713.054.230,,,,154713054230.0,154713054230.0,154713054230.0
+ Ngân hàng NN và PTNT- CN Thái Bình,+ Ngân hàng NN và PTNT- CN Thái Bình,+ Ngân hàng NN và PTNT- CN Thái Bình,109.655.789.066,109.655.789.066,109.655.789.066,-,-,-,109655789066.0,109655789066.0,109655789066.0,,,
+ Ngân hàng TMCP Sài Gòn Hà Nội - Chi nhánh Ba Đình,+ Ngân hàng TMCP Sài Gòn Hà Nội - Chi nhánh Ba Đình,+ Ngân hàng TMCP Sài Gòn Hà Nội - Chi nhánh Ba Đình,811.750.000,811.750.000,-,350.350.000,1.162.100.000,1.162.100.000,811750000.0,811750000.0,,350350000.0,1162100000.0,1162100000.0
+ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai,+ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai,+ Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai,5.120.000.000,5.120.000.000,-,1.280.000.000,6.400.000.000,6.400.000.000,5120000000.0,5120000000.0,,1280000000.0,6400000000.0,6400000000.0
+ Ngân hàng TMCP Ngoại thương VN - CN Hà Nội,+ Ngân hàng TMCP Ngoại thương VN - CN Hà Nội,+ Ngân hàng TMCP Ngoại thương VN - CN Hà Nội,197.003.571.932,197.003.571.932,197.003.571.932,,,,197003571932.0,197003571932.0,197003571932.0,,,
+ Ngân hàng TMCP Phát triển TP HCM-CN Hồ Gurom,+ Ngân hàng TMCP Phát triển TP HCM-CN Hồ Gurom,+ Ngân hàng TMCP Phát triển TP HCM-CN Hồ Gurom,16.394.786.859,16.394.786.859,16.394.786.859,,,,16394786859.0,16394786859.0,16394786859.0,,,
+ Vay đối tượng khác,+ Vay đối tượng khác,+ Vay đối tượng khác,4.500.000.000,4.500.000.000,-,38.120.300.000,42.620.300.000,42.620.300.000,4500000000.0,4500000000.0,,38120300000.0,42620300000.0,42620300000.0
