row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm tin học,Tổng,numeric__Quyền sử dụng đất,numeric__Phần mềm tin học,numeric__Tổng
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,
Số dư tại 01/01/2015,NGUYÊN GIÁ > Số dư tại 01/01/2015,Số dư tại 01/01/2015,102.878.251,1.082.816.637,1.185.694.888,102878251.0,1082816637.0,1185694888.0
Tăng trong năm,NGUYÊN GIÁ > Tăng trong năm,Tăng trong năm,-,65.000.000,65.000.000,,65000000.0,65000000.0
Mua trong năm,NGUYÊN GIÁ > Mua trong năm,Mua trong năm,-,65.000.000,65.000.000,,65000000.0,65000000.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,,,
Số dư tại 31/12/2015,Giảm trong năm > Số dư tại 31/12/2015,Số dư tại 31/12/2015,102.878.251,1.147.816.637,1.250.694.888,102878251.0,1147816637.0,1250694888.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,
Số dư tại 01/01/2015,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư tại 01/01/2015,Số dư tại 01/01/2015,34.369.176,810.183.382,844.552.558,34369176.0,810183382.0,844552558.0
Tăng trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Tăng trong năm,Tăng trong năm,4.304.232,111.260.029,115.564.261,4304232.0,111260029.0,115564261.0
Khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,4.304.232,111.260.029,115.564.261,4304232.0,111260029.0,115564261.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,,,
Số dư tại 31/12/2015,Giảm trong năm > Số dư tại 31/12/2015,Số dư tại 31/12/2015,38.673.408,921.443.411,960.116.819,38673408.0,921443411.0,960116819.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,
Tại 01/01/2015,GIÁ TRỊ CÒN LẠI > Tại 01/01/2015,Tại 01/01/2015,68.509.075,272.633.255,341.142.330,68509075.0,272633255.0,341142330.0
Tại 31/12/2015,GIÁ TRỊ CÒN LẠI > Tại 31/12/2015,Tại 31/12/2015,64.204.843,226.373.226,290.578.069,64204843.0,226373226.0,290578069.0
