row_label_raw,row_label_full,col_0,"Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,Khác,Khác_1,Hoạt động chung không phân bổ,Hoạt động chung không phân bổ_1,Tổng cộng,Tổng cộng_1,"numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,numeric__Khác,numeric__Khác_1,numeric__Hoạt động chung không phân bổ,numeric__Hoạt động chung không phân bổ_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,,,,,,,,,,
III. Tài sản (*),III. Tài sản (*),III. Tài sản (*),105.071.237,94.544.881,407.160,432.823,65.424,138.875,3.382.413,2.831.756,108.926.234,97.948.335,105071237.0,94544881.0,407160.0,432823.0,65424.0,138875.0,3382413.0,2831756.0,108926234.0,97948335.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,-,-,-,-,-,-,568.407,460.335,568.407,460.335,,,,,,,568407.0,460335.0,568407.0,460335.0
2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,-,-,-,-,-,-,495.075,512.340,495.075,512.340,,,,,,,495075.0,512340.0,495075.0,512340.0
3. Tiền gửi và cho vay các TCTD khác (*),3. Tiền gửi và cho vay các TCTD khác (*),3. Tiền gửi và cho vay các TCTD khác (*),11.070.527,9.766.116,-,-,-,-,1.450.028,1.060.118,12.520.555,10.826.234,11070527.0,9766116.0,,,,,1450028.0,1060118.0,12520555.0,10826234.0
4. Chứng khoán kinh doanh,4. Chứng khoán kinh doanh,4. Chứng khoán kinh doanh,3.000.000,1.970.000,136.500,129.151,-,-,-,-,3.136.500,2.099.151,3000000.0,1970000.0,136500.0,129151.0,,,,,3136500.0,2099151.0
5. Các công cụ tài chínhphái sinh và các tài sản tài chính khác (*),5. Các công cụ tài chínhphái sinh và các tài sản tài chính khác (*),5. Các công cụ tài chínhphái sinh và các tài sản tài chính khác (*),-,-,-,-,27.641,82.891,-,-,27.641,82.891,,,,,27641.0,82891.0,,,27641.0,82891.0
6. Cho vay khách hàng (*),6. Cho vay khách hàng (*),6. Cho vay khách hàng (*),72.933.312,63.979.415,-,-,-,-,-,-,72.933.312,63.979.415,72933312.0,63979415.0,,,,,,,72933312.0,63979415.0
7. Chứng khoán đầu tư (*),7. Chứng khoán đầu tư (*),7. Chứng khoán đầu tư (*),15.109.584,15.985.985,-,-,-,-,-,-,15.109.584,15.985.985,15109584.0,15985985.0,,,,,,,15109584.0,15985985.0
"8. Góp vốn, đầu tư dài hạn","8. Góp vốn, đầu tư dài hạn","8. Góp vốn, đầu tư dài hạn",-,-,270.660,303.672,-,-,-,-,270.660,303.672,,,270660.0,303672.0,,,,,270660.0,303672.0
9. Tài sản cổ định và bất động sản đầu tư,9. Tài sản cổ định và bất động sản đầu tư,9. Tài sản cổ định và bất động sản đầu tư,-,-,-,-,7.802,7.802,671.020,654.756,678.822,662.558,,,,,7802.0,7802.0,671020.0,654756.0,678822.0,662558.0
10. Tài sản Có khác (*),10. Tài sản Có khác (*),10. Tài sản Có khác (*),2.957.814,2.843.365,-,-,29.981,48.182,197.883,144.207,3.185.678,3.035.754,2957814.0,2843365.0,,,29981.0,48182.0,197883.0,144207.0,3185678.0,3035754.0
