row_label_raw,row_label_full,col_0,31/12/2019,numeric__31/12/2019
,,,Triệu VND,
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,,
- Thành viên Hội đồng quản trị,Tiền gửi của khách hàng > - Thành viên Hội đồng quản trị,- Thành viên Hội đồng quản trị,41.167,41167.0
- Thành viên Ban Tổng giám đốc,Tiền gửi của khách hàng > - Thành viên Ban Tổng giám đốc,- Thành viên Ban Tổng giám đốc,42.702,42702.0
- Thành viên Ban Kiểm soát,Tiền gửi của khách hàng > - Thành viên Ban Kiểm soát,- Thành viên Ban Kiểm soát,201,201.0
