row_label_raw,row_label_full,col_0,Năm 2019,numeric__Năm 2019
,,,Triệu VND,
Chi phí lãi trả cho tiền gửi của,Chi phí lãi trả cho tiền gửi của,Chi phí lãi trả cho tiền gửi của,Chi phí lãi trả cho tiền gửi của,
- Thành viên Hội đồng quản trị,Chi phí lãi trả cho tiền gửi của > - Thành viên Hội đồng quản trị,- Thành viên Hội đồng quản trị,114,114.0
- Thành viên Ban Tổng giám đốc,Chi phí lãi trả cho tiền gửi của > - Thành viên Ban Tổng giám đốc,- Thành viên Ban Tổng giám đốc,365,365.0
- Thành viên Ban Kiểm soát,Chi phí lãi trả cho tiền gửi của > - Thành viên Ban Kiểm soát,- Thành viên Ban Kiểm soát,29,29.0
