row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng đang đi trên đường,Hàng đang đi trên đường,Hàng đang đi trên đường,8.254.306.907,-,14.923.996.901,-,8254306907.0,,14923996901.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",83.555.342.408,-,99.366.207.129,-,83555342408.0,,99366207129.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",1.337.143.899,-,1.407.114.612,-,1337143899.0,,1407114612.0,
Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),804.262.411.280,(27.879.739.482),836.075.612.380,(25.491.298.267),804262411280.0,-27879739482.0,836075612380.0,-25491298267.0
Dự án Eco Lakeview,Dự án Eco Lakeview,Dự án Eco Lakeview,-,-,12.606.392.014,-,,,12606392014.0,
Thành phẩm,Thành phẩm,Thành phẩm,40.990.229.252,(171.324.618),44.715.784.168,(676.110.618),40990229252.0,-171324618.0,44715784168.0,-676110618.0
Hàng hóa,Hàng hóa,Hàng hóa,71.806.204.465,(1.460.488.246),62.410.834.807,(7.032.711.301),71806204465.0,-1460488246.0,62410834807.0,-7032711301.0
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,-,-,2.047.002.371,-,,,2047002371.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.010.205.638.211,(29.511.552.346),1.073.552.944.382,(33.200.120.186),1010205638211.0,-29511552346.0,1073552944382.0,-33200120186.0
