row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Phải thu ngắn hạn từ khách hàng,Phải thu ngắn hạn từ khách hàng,Phải thu ngắn hạn từ khách hàng,180.927.782.889,166.318.090.338,180927782889.0,166318090338.0
Công ty TNHH Noble House Home Furnishings Việt Nam,Công ty TNHH Noble House Home Furnishings Việt Nam,Công ty TNHH Noble House Home Furnishings Việt Nam,53.999.875.518,51.386.582.011,53999875518.0,51386582011.0
Công ty TNHH Hoàng Đại Vương,Công ty TNHH Hoàng Đại Vương,Công ty TNHH Hoàng Đại Vương,16.550.099.387,4.004.734.348,16550099387.0,4004734348.0
Công ty TNHH Đầu tư và Thương mại Hưng Vạn Phát,Công ty TNHH Đầu tư và Thương mại Hưng Vạn Phát,Công ty TNHH Đầu tư và Thương mại Hưng Vạn Phát,3.257.337.212,6.280.666.356,3257337212.0,6280666356.0
Công ty TNHH Gỗ Huỳnh Lê,Công ty TNHH Gỗ Huỳnh Lê,Công ty TNHH Gỗ Huỳnh Lê,2.901.976.732,11.847.628.521,2901976732.0,11847628521.0
Công ty TNHH Đầu tư Thương mại Xuất nhập khẩu Đại Hưng Thịnh,Công ty TNHH Đầu tư Thương mại Xuất nhập khẩu Đại Hưng Thịnh,Công ty TNHH Đầu tư Thương mại Xuất nhập khẩu Đại Hưng Thịnh,2.604.597.473,5.001.262.199,2604597473.0,5001262199.0
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,101.613.896.567,87.797.216.903,101613896567.0,87797216903.0
Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 33),Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 33),Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 33),48.364.295.558,59.796.164.743,48364295558.0,59796164743.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,229.292.078.447,226.114.255.081,229292078447.0,226114255081.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(64.570.003.014),(44.824.462.110),-64570003014.0,-44824462110.0
