row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,18.970.143.889,34.205.714.423,18970143889.0,34205714423.0
Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,153.704.904,2.394.937.037,153704904.0,2394937037.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,19.123.848.793,36.600.651.460,19123848793.0,36600651460.0
