row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty liên kết,Doanh thu bán hàng hóa,335.805.310.632,415.621.854.517,,,335805310632.0,415621854517.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty liên kết,Doanh thu phí quản lý nội bộ,757.530.000,722.100.000,,,757530000.0,722100000.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty liên kết,Thu tiền bán hàng hóa,373.713.953.581,479.137.521.508,,,373713953581.0,479137521508.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Vũng Áng,Công ty liên kết,Thu tiền phí dịch vụ nội bộ,779.868.000,759.456.000,,,779868000.0,759456000.0
Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty liên kết,Doanh thu bán thành phẩm,13.178.033.151,7.999.542.134,,,13178033151.0,7999542134.0
Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty liên kết,Thu tiền bán hàng,12.846.746.361,8.116.005.872,,,12846746361.0,8116005872.0
Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty liên kết,Doanh thu dịch vụ,6.807.830.848,6.513.171.224,,,6807830848.0,6513171224.0
Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty liên kết,Thu tiền cung cấp dịch vụ,6.805.814.161,7.462.603.353,,,6805814161.0,7462603353.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty liên kết,Thu tiền phí dịch vụ nội bộ,1.039.824.000,1.012.608.000,,,1039824000.0,1012608000.0
Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu Giấy Việt Nhật Cái Lân,Công ty liên kết,Doanh thu phí dịch vụ nội bộ,-,962.800.000,,,,962800000.0
Công ty Cổ phần Thương mại Lâm sản Hà Nội,Công ty Cổ phần Thương mại Lâm sản Hà Nội,Công ty Cổ phần Thương mại Lâm sản Hà Nội,Công ty liên kết,Tiền thuê đất,662.083.434,662.083.434,,,662083434.0,662083434.0
Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty liên kết,Thu tiền phí dịch vụ nội bộ,779.868.000,759.456.000,,,779868000.0,759456000.0
Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty liên kết,Doanh thu phí dịch vụ nội bộ,757.530.000,722.100.000,,,757530000.0,722100000.0
Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty liên kết,Tạm ứng tiền mua gỗ nguyên liệu,6.351.250.000,-,,,6351250000.0,
Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty TNHH sản xuất Nguyên liệu Giấy Việt Nhật,Công ty liên kết,Doanh thu cho thuê xe,1.269.700.000,963.460.000,,,1269700000.0,963460000.0
Công ty TNHH Năng lượng tái tạo Uni-Vinafor Châu Đức,Công ty TNHH Năng lượng tái tạo Uni-Vinafor Châu Đức,Công ty TNHH Năng lượng tái tạo Uni-Vinafor Châu Đức,Công ty liên kết,Góp vốn,12.575.291.000,-,,,12575291000.0,
Công ty Liên Doanh Nuôi và Phát Tiền Khĩ Việt Nam,Công ty Liên Doanh Nuôi và Phát Tiền Khĩ Việt Nam,Công ty Liên Doanh Nuôi và Phát Tiền Khĩ Việt Nam,Công ty liên kết,Doanh thu bán hàng và cung cấp dịch vụ,368.098.100,-,,,368098100.0,
