row_label_raw,row_label_full,Giá trị đầu tư: > Số đầu năm > Biến động trong năm > Số cuối năm,Công ty Cổ phần19/5 Đoàn Hùng > Giá trị đầu tư: > 2.139.792.559 > - > 2.139.792.559,Công ty Cổ phầnCờ Đỏ > Giá trị đầu tư: > 11.525.782.967 > - > 11.525.782.967,Công ty Cổ phầnGỗ Iạng Buôn MạThuột > Giá trị đầu tư: > 2.570.995.921 > - > 2.570.995.921,Công ty Cổ phầnKon Hà Nùng > Giá trị đầu tư: > 1.945.917.957 > - > 1.945.917.957,Công ty Cổ phầnLâm đặcsản Máy tre xuấtkhẩu > Giá trị đầu tư: > 1.115.926.139 > - > 1.115.926.139,Công ty Cổ phầnLâm nghiệp 19 > Giá trị đầu tư: > 8.054.284.341 > - > 8.054.284.341,Đơn vị tính: VND > Giá trị đầu tư: > 3.169.651.235 > - > 3.169.651.235,numeric__Công ty Cổ phần19/5 Đoàn Hùng > Giá trị đầu tư: > 2.139.792.559 > - > 2.139.792.559,numeric__Công ty Cổ phầnCờ Đỏ > Giá trị đầu tư: > 11.525.782.967 > - > 11.525.782.967,numeric__Công ty Cổ phầnGỗ Iạng Buôn MạThuột > Giá trị đầu tư: > 2.570.995.921 > - > 2.570.995.921,numeric__Công ty Cổ phầnKon Hà Nùng > Giá trị đầu tư: > 1.945.917.957 > - > 1.945.917.957,numeric__Công ty Cổ phầnLâm đặcsản Máy tre xuấtkhẩu > Giá trị đầu tư: > 1.115.926.139 > - > 1.115.926.139,numeric__Công ty Cổ phầnLâm nghiệp 19 > Giá trị đầu tư: > 8.054.284.341 > - > 8.054.284.341,numeric__Đơn vị tính: VND > Giá trị đầu tư: > 3.169.651.235 > - > 3.169.651.235
Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết:,,,,,,,
Số đầu năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số đầu năm,Số đầu năm,367.476.690,2.092.526.945,294.423.884,781.177.247,212.976.331,4.633.908.208,(3.169.651.235),367476690.0,2092526945.0,294423884.0,781177247.0,212976331.0,4633908208.0,-3169651235.0
Biến động trong năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Biến động trong năm,Biến động trong năm,79.160.441,10.540.112,(79.227.063),2.515.382,(62.362.721),(778.260.964),1.390.832.082,79160441.0,10540112.0,-79227063.0,2515382.0,-62362721.0,-778260964.0,1390832082.0
Số cuối năm,Phần lũy kế lợi nhuận/(lỗ) sau khi mua công ty liên kết: > Số cuối năm,Số cuối năm,446.637.131,2.103.067.057,215.196.821,783.692.629,150.613.610,3.855.647.244,(1.778.819.153),446637131.0,2103067057.0,215196821.0,783692629.0,150613610.0,3855647244.0,-1778819153.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,2.507.269.249,13.618.309.912,2.865.419.805,2.727.095.204,1.328.902.470,12.688.192.549,-,2507269249.0,13618309912.0,2865419805.0,2727095204.0,1328902470.0,12688192549.0,
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,2.586.429.690,13.628.850.024,2.786.192.742,2.729.610.586,1.266.539.749,11.909.931.585,1.390.832.082,2586429690.0,13628850024.0,2786192742.0,2729610586.0,1266539749.0,11909931585.0,1390832082.0
