row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
"Thu nhập từ tiền đền bù, bồi thường","Thu nhập khác > Thu nhập từ tiền đền bù, bồi thường","Thu nhập từ tiền đền bù, bồi thường",6.149.239.524,645.795.968,6149239524.0,645795968.0
"Lãi từ thanh lý, nhượng bán tài sản cố định","Thu nhập khác > Lãi từ thanh lý, nhượng bán tài sản cố định","Lãi từ thanh lý, nhượng bán tài sản cố định",335.925.254,857.292.611,335925254.0,857292611.0
Hoàn nhập dự phòng phải thu khó đòi,Thu nhập khác > Hoàn nhập dự phòng phải thu khó đòi,Hoàn nhập dự phòng phải thu khó đòi,-,900.000.000,,900000000.0
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,3.315.234.792,7.243.088.839,3315234792.0,7243088839.0
TỔNG CỘNG,Thu nhập khác > TỔNG CỘNG,TỔNG CỘNG,9.800.399.570,9.646.177.418,9800399570.0,9646177418.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Chi phí khấu hao tài sản cố định dùng hoạt động,Chi phí khác > Chi phí khấu hao tài sản cố định dùng hoạt động,Chi phí khấu hao tài sản cố định dùng hoạt động,4.965.673.896,4.374.701.947,4965673896.0,4374701947.0
Các khoản tiền phạt,Chi phí khác > Các khoản tiền phạt,Các khoản tiền phạt,767.426.982,182.986.924,767426982.0,182986924.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,1.688.025.757,1.176.974.273,1688025757.0,1176974273.0
TỔNG CỘNG,Chi phí khác > TỔNG CỘNG,TỔNG CỘNG,7.421.126.635,5.734.663.144,7421126635.0,5734663144.0
LỢI NHUẬN KHÁC THUÀN,Chi phí khác > LỢI NHUẬN KHÁC THUÀN,LỢI NHUẬN KHÁC THUÀN,2.379.272.935,3.911.514.274,2379272935.0,3911514274.0
