row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Tài sản cố định vô hình khác,Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Tài sản cố định vô hình khác,numeric__Tổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,28.926.664.278,1.606.883.818,22.899.451.182,53.432.999.278,28926664278.0,1606883818.0,22899451182.0,53432999278.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,28.926.664.278,1.606.883.818,22.899.451.182,53.432.999.278,28926664278.0,1606883818.0,22899451182.0,53432999278.0
Trong đó:Dã hao mòn hết,Nguyên giá: > Trong đó:Dã hao mòn hết,Trong đó:Dã hao mòn hết,502.351.822,1.497.622.208,21.971.495.755,23.971.469.785,502351822.0,1497622208.0,21971495755.0,23971469785.0
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,,,
Số đầu năm,Giá trị hao mòn lũy kế: > Số đầu năm,Số đầu năm,6.996.487.580,1.528.736.863,22.071.448.815,30.596.673.258,6996487580.0,1528736863.0,22071448815.0,30596673258.0
- Hao mòn trong năm,Giá trị hao mòn lũy kế: > - Hao mòn trong năm,- Hao mòn trong năm,558.909.864,34.085.892,90.739.968,683.735.724,558909864.0,34085892.0,90739968.0,683735724.0
Số cuối năm,Giá trị hao mòn lũy kế: > Số cuối năm,Số cuối năm,7.555.397.444,1.562.822.755,22.162.188.783,31.280.408.982,7555397444.0,1562822755.0,22162188783.0,31280408982.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,21.930.176.698,78.146.955,828.002.367,22.836.326.020,21930176698.0,78146955.0,828002367.0,22836326020.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,21.371.266.834,44.061.063,737.262.399,22.152.590.296,21371266834.0,44061063.0,737262399.0,22152590296.0
