row_label_raw,row_label_full,Bên cho vay,(VND),Kỳ hạn trả gốc và lãi,Lãi suất,Hình thức đảm bảo,numeric__(VND),numeric__Kỳ hạn trả gốc và lãi,numeric__Lãi suất,numeric__Hình thức đảm bảo
Ngân hàng TMCPNgoại thương ViệtNam - Chi nhánhThành phố Hồ ChíMinh,Ngân hàng TMCPNgoại thương ViệtNam - Chi nhánhThành phố Hồ ChíMinh,Ngân hàng TMCPNgoại thương ViệtNam - Chi nhánhThành phố Hồ ChíMinh,23.954.717.356,Tối đa 6 tháng kể từ ngày giải ngân.Ngày trả nợ gốc cuối cùng là ngày 30 tháng 1 năm 2025. Lãi vay trả cùng ngày với nợ gốc.,Lãi suất trong kỳ là 6%/năm,"- Tài sản gắn liền với đất tại 97/2/20 Kinh Dương Vương, Phường 12, Quận 6, Thành phố Hồ Chí Minh;- Tài sản gắn liền với đất hình thành từ phương án đầu tư mở rộng kho thành phẩm và mái vòm tại địa điểm Khu vực 7, Phường Bùi Thị Xuân, Thành phố Quy Nhơn, tỉnh Bình Định;- Hàng hóa luân chuyển trong quá trình sản xuất, kinh doanh, các khoản phải thu hình thành từ các hợp đồng vay vốn với ngân hàng, một số xe cổ và 5 lò sấy hơi nước kiểu nằm công suất 1.500kg hơi/h.",23954717356.0,,,
Ngân hàng TMPC Bắc Á - Chi nhánhQuảng Bình,Ngân hàng TMPC Bắc Á - Chi nhánhQuảng Bình,Ngân hàng TMPC Bắc Á - Chi nhánhQuảng Bình,2.996.759.078,Tối đa 12 tháng từ ngày giải ngân.Ngày trả nợ gốc cuối cùng vào ngày 27 tháng 5 năm 2025. Lãi vay trả cùng ngày với nợ gốc,"Lãi suất theo từng lần nhận nợ. Lãi suất trong kỳ là 7,49%-7,69%/năm","- Quyền sử dụng đất theo Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất căn cứ vào hợp đồng thế chấp.",2996759078.0,,,
Ngân hàng TMPC Sài Gòn - Hà Nội –Chi nhánh Đà Nẵng,Ngân hàng TMPC Sài Gòn - Hà Nội –Chi nhánh Đà Nẵng,Ngân hàng TMPC Sài Gòn - Hà Nội –Chi nhánh Đà Nẵng,1.207.481.000,Tối đa 12 tháng từ ngày ký hợp đồng.Ngày trả nợ gốc cuối cùng vào ngày 19 tháng 12 năm 2025. Lãi vay trả cùng ngày với nợ gốc,Lãi suất được xác định theo từng lần nhận nợ,- Tín chấp.,1207481000.0,,,
Ngân hàng TMPC Đầu tư và Phát triển- Chi nhánh Hải Vân,Ngân hàng TMPC Đầu tư và Phát triển- Chi nhánh Hải Vân,Ngân hàng TMPC Đầu tư và Phát triển- Chi nhánh Hải Vân,48.980.141.504,Tối đa 12 tháng từ ngày ký hợp đồng.Ngày trả nợ gốc cuối cùng vào ngày 28 tháng 8 năm 2025. Lãi vay trả cùng ngày với nợ gốc,Lãi suất theo từng lần nhận nợ. Lãi suất trong kỳ là 5%/năm,"- Hàng tồn kho, máy móc thiết bị, nhà xưởng khu công nghiệp Hòa Khánh, số quyền sử dụng đất số 39-41 Nguyễn Thái Học của Công ty Cổ phần Vinafor Đà Nẵng.",48980141504.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,104.661.289.130,,,,104661289130.0,,,
