row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Chi phí công cụ, dụng cụ phân bổ","Ngắn hạn > Chi phí công cụ, dụng cụ phân bổ","Chi phí công cụ, dụng cụ phân bổ",629.521.809,427.978.632,629521809.0,427978632.0
Chi phí bảo hiểm,Ngắn hạn > Chi phí bảo hiểm,Chi phí bảo hiểm,422.588.732,451.032.487,422588732.0,451032487.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,949.722.375,986.344.852,949722375.0,986344852.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.001.832.916,1.865.355.971,2001832916.0,1865355971.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Tiền thuê đất trả trước,Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,36.506.189.048,39.406.549.325,36506189048.0,39406549325.0
Chi phí sửa chữa tài sản cố định,Dài hạn > Chi phí sửa chữa tài sản cố định,Chi phí sửa chữa tài sản cố định,12.383.158.663,10.479.876.593,12383158663.0,10479876593.0
Công cụ dụng cụ phân bổ,Dài hạn > Công cụ dụng cụ phân bổ,Công cụ dụng cụ phân bổ,3.019.046.297,2.611.982.246,3019046297.0,2611982246.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,977.848.615,1.387.520.782,977848615.0,1387520782.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,52.886.242.623,53.885.928.946,52886242623.0,53885928946.0
