row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng (cổ phiếu),Số cuối năm > Giá trị (VND),Số cuối năm > Tỷ lệ quyền biểu quyết (%),Số đầu năm > Số lượng (cổ phiếu),Số đầu năm > Giá trị (VND),Số đầu năm > Tỷ lệ quyền biểu quyết (%),numeric__Số cuối năm > Số lượng (cổ phiếu),numeric__Số cuối năm > Giá trị (VND),numeric__Số cuối năm > Tỷ lệ quyền biểu quyết (%),numeric__Số đầu năm > Số lượng (cổ phiếu),numeric__Số đầu năm > Giá trị (VND),numeric__Số đầu năm > Tỷ lệ quyền biểu quyết (%)
Công ty Cổ phần Chế biến Lâm sản Xuất khẩu Pisico Huế,Công ty Cổ phần Chế biến Lâm sản Xuất khẩu Pisico Huế,Công ty Cổ phần Chế biến Lâm sản Xuất khẩu Pisico Huế,19.520,3.776.758.327,"13,01",19.520,3.776.758.327,"13,01",19520.0,3776758327.0,13.01,19520.0,3776758327.0,13.01
Công ty Cổ phần Lâm nghiệp Miền Đông,Công ty Cổ phần Lâm nghiệp Miền Đông,Công ty Cổ phần Lâm nghiệp Miền Đông,2.700,6.031.497.556,"1,83",2.700,6.031.497.556,"1,83",2700.0,6031497556.0,1.83,2700.0,6031497556.0,1.83
Công ty Cổ phần Vinafor Quảng Trị,Công ty Cổ phần Vinafor Quảng Trị,Công ty Cổ phần Vinafor Quảng Trị,105.000,1.190.175.000,"13,13",105.000,1.190.175.000,"13,13",105000.0,1190175000.0,13.13,105000.0,1190175000.0,13.13
Công ty Cổ phần Archi Reenco Hoà Bình,Công ty Cổ phần Archi Reenco Hoà Bình,Công ty Cổ phần Archi Reenco Hoà Bình,50.000,4.997.777.156,"1,67",50.000,4.997.777.156,"1,67",50000.0,4997777156.0,1.67,50000.0,4997777156.0,1.67
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,177.220,15.996.208.039,,177.220,15.996.208.039,,177220.0,15996208039.0,,177220.0,15996208039.0,
