row_label_raw,row_label_full,Chi phí cho nhân viên quản lý,40.555.349.826,32.597.813.484,numeric__40.555.349.826,numeric__32.597.813.484
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,1.036.967.735,19.040.501.543,1036967735.0,19040501543.0
Chi phí nhiên liệu,Chi phí nhiên liệu,Chi phí nhiên liệu,860.271.629,-,860271629.0,
"Chi phí công cụ , dụng cụ","Chi phí công cụ , dụng cụ","Chi phí công cụ , dụng cụ",751.030.157,-,751030157.0,
