row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,VI.1,1.314.637.475.118,692.022.624.428,,,1314637475118.0,692022624428.0
02,02,02,Các khoản giảm trừ doanh thu,VI.2,162.708.886.794,36.797.377.674,,,162708886794.0,36797377674.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,VI.3,1.151.928.588.324,655.225.246.754,,,1151928588324.0,655225246754.0
11,11,11,Giá vốn hàng bán,VI.4,833.342.523.007,491.247.724.636,,,833342523007.0,491247724636.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,318.586.065.317,163.977.522.118,,,318586065317.0,163977522118.0
21,21,21,Doanh thu hoạt động tài chính,VI.5,23.704.306.892,62.680.671.166,,,23704306892.0,62680671166.0
22,22,22,Chi phí tài chính,VI.6,51.666.905.016,6.154.448.991,,,51666905016.0,6154448991.0
23,23,23,Trong đó: Chi phí lãi vay,,15.687.433.198,7.713.389.459,,,15687433198.0,7713389459.0
25,25,25,"Phần lãi hoặc lỗ trong Công ty liên doanh, liên kết",,(42.970.446.005),(6.793.849.528),,,-42970446005.0,-6793849528.0
26,26,26,Chi phí bán hàng,VI.7,74.474.032.977,82.556.639.604,,,74474032977.0,82556639604.0
27,27,27,Chi phí quản lý doanh nghiệp,VI.8,82.419.435.982,86.351.753.703,,,82419435982.0,86351753703.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,90.759.552.229,44.801.501.458,,,90759552229.0,44801501458.0
31,31,31,Thu nhập khác,,6.777.334.933,12.111.842.205,,,6777334933.0,12111842205.0
32,32,32,Chi phí khác,,5.719.875.281,24.779.753.174,,,5719875281.0,24779753174.0
40,40,40,Lợi nhuận khác,VI.9,1.057.459.652,(12.667.910.969),,,1057459652.0,-12667910969.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,91.817.011.881,32.133.590.489,,,91817011881.0,32133590489.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp hiện hành,VI.10,31.547.425.874,10.382.318.919,,,31547425874.0,10382318919.0
52,52,52,Chi phí thuế thu nhập doanh nghiệp hoãn lại,VI.11,(5.367.588.987),7.941.252.168,,,-5367588987.0,7941252168.0
60,60,60,Lợi nhuận sau thuế thu nhập doanh nghiệp,,65.637.174.994,13.810.019.402,,,65637174994.0,13810019402.0
61,61,61,Lợi sau thuế của Tổng Công ty mẹ,,58.445.977.758,10.460.820.959,,,58445977758.0,10460820959.0
62,62,62,Lợi nhuận sau thuế của cổ đông không kiểm soát,,7.191.197.236,3.349.198.443,,,7191197236.0,3349198443.0
70,70,70,Lãi cơ bản trên cổ phiếu,VI.12,236,44,,,236.0,44.0
