row_label_raw,row_label_full,11. Chi phí thuế thu nhập doanh nghiệp hoãn lại,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Khoản thuế thu nhập hoãn lại đã được ghi nhận,Khoản thuế thu nhập hoãn lại đã được ghi nhận,Khoản thuế thu nhập hoãn lại đã được ghi nhận,(5.367.588.987),7.941.252.168,-5367588987.0,7941252168.0
Cộng,Cộng,Cộng,(5.367.588.987),7.941.252.168,-5367588987.0,7941252168.0
