row_label_raw,row_label_full,a) Phải thu ngắn hạn khác,Cuối năm VND > Giá trị gốc,Cuối năm VND > Dự phòng,Đầu năm VND > Giá trị gốc,Đầu năm VND > Dự phòng,numeric__Cuối năm VND > Giá trị gốc,numeric__Cuối năm VND > Dự phòng,numeric__Đầu năm VND > Giá trị gốc,numeric__Đầu năm VND > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,34.549.629.936,,35.875.498.262,,34549629936.0,,35875498262.0,
Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,,-,58.774.289,-,,,58774289.0,
Ứng trước đèn bù DA Long Tân,Ứng trước đèn bù DA Long Tân,Ứng trước đèn bù DA Long Tân,28.217.555.600,,,,28217555600.0,,,
Ứng trước đèn bù DA Bắc V. Tàu,Ứng trước đèn bù DA Bắc V. Tàu,Ứng trước đèn bù DA Bắc V. Tàu,10.075.000.000,,,,10075000000.0,,,
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,22.016.442.866,(31.996.190),22.466.133.591,(31.996.190),22016442866.0,-31996190.0,22466133591.0,-31996190.0
Cộng,Cộng,Cộng,127.775.426.623,(6.749.604.005),130.666.400.175,(6.749.604.005),127775426623.0,-6749604005.0,130666400175.0,-6749604005.0
