row_label_raw,row_label_full,b) Doanh thu chưa thực hiện dài hạn,Cuối năm VND,Đầu năm VND,numeric__Cuối năm VND,numeric__Đầu năm VND
Doanh thu nhận trước về cho thuê tài sản,Doanh thu nhận trước về cho thuê tài sản,Doanh thu nhận trước về cho thuê tài sản,138.062.459.324,141.436.695.316,138062459324.0,141436695316.0
Thu nhập hoãn lại về góp vốn bằng quyền sử dụng đất,Thu nhập hoãn lại về góp vốn bằng quyền sử dụng đất,Thu nhập hoãn lại về góp vốn bằng quyền sử dụng đất,171.552.289.536,171.552.289.535,171552289536.0,171552289535.0
Cộng,Cộng,Cộng,309.614.748.860,312.988.984.851,309614748860.0,312988984851.0
