row_label_raw,row_label_full,Nội dung nghiệp vụ/Bên liên quan,Mối quan hệ,Giá trị giao dịch VND,Số dư cuối năm phải thu/(phải trả) VND,numeric__Mối quan hệ,numeric__Giá trị giao dịch VND,numeric__Số dư cuối năm phải thu/(phải trả) VND
Phải trả về góp vốn liên doanh,Phải trả về góp vốn liên doanh,Phải trả về góp vốn liên doanh,Phải trả về góp vốn liên doanh,Phải trả về góp vốn liên doanh,Phải trả về góp vốn liên doanh,,,
Công ty CP Bất động sản DIC,Phải trả về góp vốn liên doanh > Công ty CP Bất động sản DIC,Công ty CP Bất động sản DIC,Công ty liên kết,12.750.000,(7.111.697.483),,12750000.0,-7111697483.0
Công ty CP ĐTPTXD Thanh Bình,Phải trả về góp vốn liên doanh > Công ty CP ĐTPTXD Thanh Bình,Công ty CP ĐTPTXD Thanh Bình,Bên liên quan,-,(2.459.351.231),,,-2459351231.0
Nhận ký quỹ,Nhận ký quỹ,Nhận ký quỹ,Nhận ký quỹ,Nhận ký quỹ,Nhận ký quỹ,,,
Công ty CP Đầu tư Phát triển XD Bê tông,Nhận ký quỹ > Công ty CP Đầu tư Phát triển XD Bê tông,Công ty CP Đầu tư Phát triển XD Bê tông,Công ty liên kết,-,116.274.962,,,116274962.0
