row_label_raw,row_label_full,14. Chi phí xây dựng cơ bản dở dang,Cuối năm VND,Đầu năm VND,numeric__Cuối năm VND,numeric__Đầu năm VND
Sửa chữa khách sạn Capsaint Jacques,Sửa chữa khách sạn Capsaint Jacques,Sửa chữa khách sạn Capsaint Jacques,1.193.299.736,9.337.844.407,1193299736.0,9337844407.0
"Mỏ đá tại Gia Kiệm , Đồng Nai","Mỏ đá tại Gia Kiệm , Đồng Nai","Mỏ đá tại Gia Kiệm , Đồng Nai",1.023.048.503,222.062.503,1023048503.0,222062503.0
Chi phí sửa chữa văn phòng TCT,Chi phí sửa chữa văn phòng TCT,Chi phí sửa chữa văn phòng TCT,45.220.909,-,45220909.0,
Cảng thông quan nội địa,Cảng thông quan nội địa,Cảng thông quan nội địa,29.404.936.995,29.404.936.995,29404936995.0,29404936995.0
"Dự án khu dụ lịch sinh thái, vui chơi gải trí Ba Sao","Dự án khu dụ lịch sinh thái, vui chơi gải trí Ba Sao","Dự án khu dụ lịch sinh thái, vui chơi gải trí Ba Sao",21.503.954.387,21.503.954.387,21503954387.0,21503954387.0
Chi phí xây dựng dở dang khác,Chi phí xây dựng dở dang khác,Chi phí xây dựng dở dang khác,15.611.302.713,17.507.159.749,15611302713.0,17507159749.0
Cộng,Cộng,Cộng,68.781.763.243,77.975.958.041,68781763243.0,77975958041.0
