row_label_raw,row_label_full,7. Tài sản thiếu chờ xử lý,Cuối năm VND,Đầu năm VND,numeric__Cuối năm VND,numeric__Đầu năm VND
Hàng tồn kho (Công ty CP Du lịch và Thương mại DIC),Hàng tồn kho (Công ty CP Du lịch và Thương mại DIC),Hàng tồn kho (Công ty CP Du lịch và Thương mại DIC),34.403.830,19.650.717,34403830.0,19650717.0
Công ty CP Đầu tư Phát triển Xây dựng Khoáng sản Miền Trung,Công ty CP Đầu tư Phát triển Xây dựng Khoáng sản Miền Trung,Công ty CP Đầu tư Phát triển Xây dựng Khoáng sản Miền Trung,-,3.013.888,,3013888.0
Công ty CP Đầu tư Phát triển Xây dựng số 1,Công ty CP Đầu tư Phát triển Xây dựng số 1,Công ty CP Đầu tư Phát triển Xây dựng số 1,-,8.181.842,,8181842.0
Cộng,Cộng,Cộng,34.403.830,30.846.447,34403830.0,30846447.0
