row_label_raw,row_label_full,a) Phải thu ngắn hạn khác,Cuối năm VND > Giá trị gốc,Cuối năm VND > Dự phòng,Đầu năm VND > Giá trị gốc,Đầu năm VND > Dự phòng,numeric__Cuối năm VND > Giá trị gốc,numeric__Cuối năm VND > Dự phòng,numeric__Đầu năm VND > Giá trị gốc,numeric__Đầu năm VND > Dự phòng
Phải thu người lao động,Phải thu người lao động,Phải thu người lao động,-,,78.229.147,-,,,78229147.0,
Tạm ứng,Tạm ứng,Tạm ứng,32.537.288.221,(6.717.607.815),71.816.654.886,(6.717.607.815),32537288221.0,-6717607815.0,71816654886.0,-6717607815.0
"Ký quǐ, ký cược ngắn hạn","Ký quǐ, ký cược ngắn hạn","Ký quǐ, ký cược ngắn hạn",379.510.000,-,371.110.000,-,379510000.0,,371110000.0,
Phải thu khác,Phải thu khác,Phải thu khác,94.858.628.402,(31.996.190),58.400.406.142,(31.996.190),94858628402.0,-31996190.0,58400406142.0,-31996190.0
