row_label_raw,row_label_full,12. Lãi cơ bản trên cổ phiếu (DIG),Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận sau thuế thu nhập doanh nghiệp của công ty mẹ,Lợi nhuận sau thuế thu nhập doanh nghiệp của công ty mẹ,Lợi nhuận sau thuế thu nhập doanh nghiệp của công ty mẹ,58.445.977.758,10.460.820.959,58445977758.0,10460820959.0
Các khoản điều chỉnh tăng hoặc (giảm) lợi nhuận,Các khoản điều chỉnh tăng hoặc (giảm) lợi nhuận,Các khoản điều chỉnh tăng hoặc (giảm) lợi nhuận,(5.100.000.000),(1.552.958.574),-5100000000.0,-1552958574.0
Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu,Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu,Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu,53.345.977.758,8.907.862.385,53345977758.0,8907862385.0
Cổ phiếu đang lưu hành bình quân trong năm,Cổ phiếu đang lưu hành bình quân trong năm,Cổ phiếu đang lưu hành bình quân trong năm,223.665.594,201.885.026,223665594.0,201885026.0
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,236,44,236.0,44.0
