row_label_raw,row_label_full,col_0,Giá trị gốc,Dự phòng,Giá trị gốc_1,Dự phòng_1,numeric__Giá trị gốc,numeric__Dự phòng,numeric__Giá trị gốc_1,numeric__Dự phòng_1
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,347.615.946.067,-,334.850.089.694,-,347615946067.0,,334850089694.0,
Công ty CP ĐTPTXD Bê tông,Công ty CP ĐTPTXD Bê tông,Công ty CP ĐTPTXD Bê tông,548.804.532,-,15.000.480,-,548804532.0,,15000480.0,
Công ty CP ĐTPTXD (DIC) số 2,Công ty CP ĐTPTXD (DIC) số 2,Công ty CP ĐTPTXD (DIC) số 2,-,-,181.352.524,-,,,181352524.0,
Công ty CP ĐTPT Phương Nam,Công ty CP ĐTPT Phương Nam,Công ty CP ĐTPT Phương Nam,5.005.192.643,-,11.326.239.988,-,5005192643.0,,11326239988.0,
Công ty CP Bất động sản DIC,Công ty CP Bất động sản DIC,Công ty CP Bất động sản DIC,343.625.021,-,14.025.000,-,343625021.0,,14025000.0,
Công ty CP Vina Đại Phước,Công ty CP Vina Đại Phước,Công ty CP Vina Đại Phước,193.780.686.855,-,239.756.372.673,-,193780686855.0,,239756372673.0,
Công ty CP ĐT Việt Thiên Lâm,Công ty CP ĐT Việt Thiên Lâm,Công ty CP ĐT Việt Thiên Lâm,79.745.598.078,-,78.799.961.130,-,79745598078.0,,78799961130.0,
Công ty CP GM Anh Em DIC,Công ty CP GM Anh Em DIC,Công ty CP GM Anh Em DIC,3.807.100,-,2.675.640,-,3807100.0,,2675640.0,
Công ty CP ĐTPTXD Thanh Bình,Công ty CP ĐTPTXD Thanh Bình,Công ty CP ĐTPTXD Thanh Bình,88.758.302,-,6.125.160,-,88758302.0,,6125160.0,
Công ty CP DIC số 4,Công ty CP DIC số 4,Công ty CP DIC số 4,64.269.286.888,-,2.044.695.188,-,64269286888.0,,2044695188.0,
Công ty TNHH J& D Đại An,Công ty TNHH J& D Đại An,Công ty TNHH J& D Đại An,93.082.175,-,93.082.175,-,93082175.0,,93082175.0,
Công ty CP Đầu tư XD A.T.A,Công ty CP Đầu tư XD A.T.A,Công ty CP Đầu tư XD A.T.A,3.732.653.048,-,2.607.565.448,-,3732653048.0,,2607565448.0,
Công ty CP ĐTPTXD DLThể thao,Công ty CP ĐTPTXD DLThể thao,Công ty CP ĐTPTXD DLThể thao,4.451.425,-,2.994.288,-,4451425.0,,2994288.0,
Phải thu khách hàng khác,Phải thu khách hàng khác,Phải thu khách hàng khác,366.338.777.482,(21.341.602.305),161.570.583.255,(18.399.302.690),366338777482.0,-21341602305.0,161570583255.0,-18399302690.0
Ban QLDA CN Xây dựng BR-VT,Ban QLDA CN Xây dựng BR-VT,Ban QLDA CN Xây dựng BR-VT,26.333.844.214,-,20.557.404.736,-,26333844214.0,,20557404736.0,
Công ty TNHH Phước An,Công ty TNHH Phước An,Công ty TNHH Phước An,60.463.000.000,,,,60463000000.0,,,
Công ty CP XD Phước Thành,Công ty CP XD Phước Thành,Công ty CP XD Phước Thành,3.305.000.000,,,,3305000000.0,,,
Công ty cổ phần UNA,Công ty cổ phần UNA,Công ty cổ phần UNA,1.586.514.113,,1.636.514.113,,1586514113.0,,1636514113.0,
Công ty TNHH Chấn Long,Công ty TNHH Chấn Long,Công ty TNHH Chấn Long,1.563.862.533,,399.163.411,,1563862533.0,,399163411.0,
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,273.086.556.622,(21.341.602.305),138.977.500.995,(18.399.302.690),273086556622.0,-21341602305.0,138977500995.0,-18399302690.0
Cộng,Cộng,Cộng,713.954.723.549,(21.341.602.305),496.420.672.949,(18.399.302.690),713954723549.0,-21341602305.0,496420672949.0,-18399302690.0
