row_label_raw,row_label_full,Bên liên quan,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.095.766.320,-,1095766320.0,
Ban QLDA Nhà điều hành Vinacomin,Ban QLDA Nhà điều hành Vinacomin,Ban QLDA Nhà điều hành Vinacomin,1.095.766.320,-,1095766320.0,
Dài hạn,Dài hạn,Dài hạn,3.287.298.960,-,3287298960.0,
Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,3.287.298.960,-,3287298960.0,
Cộng,Cộng,Cộng,4.383.065.280,-,4383065280.0,
