row_label_raw,row_label_full,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Số cuối năm > 6.778.085.000.000,Số đầu năm > 6.778.085.000.000,numeric__Số cuối năm > 6.778.085.000.000,numeric__Số đầu năm > 6.778.085.000.000
Đối tượng khác,Đối tượng khác,Đối tượng khác,49.589.750.000,49.589.750.000,49589750000.0,49589750000.0
Cộng,Cộng,Cộng,6.827.674.750.000,6.827.674.750.000,6827674750000.0,6827674750000.0
