row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,7.006.974.558.867,8.347.585.503.124,,300.0,,7006974558867.0,8347585503124.0
I.,I.,I.,Nợ ngắn hạn,310,,5.972.835.994.986,6.313.735.020.655,,310.0,,5972835994986.0,6313735020655.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.12,2.716.419.300.088,2.826.697.204.901,,311.0,,2716419300088.0,2826697204901.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,3.553.541.453,1.400.000.000,,312.0,,3553541453.0,1400000000.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.13.1,36.697.410.239,65.877.215.233,,313.0,,36697410239.0,65877215233.0
4.,4.,4.,Phải trả người lao động,314,,127.042.107.729,108.953.687.977,,314.0,,127042107729.0,108953687977.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.14,51.429.307.124,67.238.998.488,,315.0,,51429307124.0,67238998488.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.15,34.174.998.918,160.607.286.701,,319.0,,34174998918.0,160607286701.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.16,2.961.884.095.863,3.041.153.650.653,,320.0,,2961884095863.0,3041153650653.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,,41.635.233.572,41.806.976.702,,322.0,,41635233572.0,41806976702.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,1.034.138.563.881,2.033.850.482.469,,330.0,,1034138563881.0,2033850482469.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.12,412.713.770.045,394.445.237.545,,331.0,,412713770045.0,394445237545.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,V.15,227.059.200,-,,337.0,,227059200.0,
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.16,619.929.118.495,1.621.352.389.835,,338.0,,619929118495.0,1621352389835.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,1.268.616.141,-,,341.0,,1268616141.0,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,18.052.855.089,,343.0,,,18052855089.0
