row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Số cuối năm
Thuế GTGT,Thuế GTGT,Thuế GTGT,11.215.660.493,180.187.825.220,189.873.370.002,1.530.115.711,11215660493.0,180187825220.0,189873370002.0,1530115711.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,215.413.742,215.413.742,-,,215413742.0,215413742.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,37.017.152.019,60.185.404.628,72.057.667.442,25.144.889.205,37017152019.0,60185404628.0,72057667442.0,25144889205.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.073.873.181,8.358.148.990,8.887.075.342,544.946.829,1073873181.0,8358148990.0,8887075342.0,544946829.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,9.034.428.016,81.298.129.926,86.162.061.620,4.170.496.322,9034428016.0,81298129926.0,86162061620.0,4170496322.0
Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,75.315.862,5.047.843.793,5.123.159.655,-,75315862.0,5047843793.0,5123159655.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,4.907.845.545,4.907.845.545,-,,4907845545.0,4907845545.0,
"Các khoản phí, lệ phí, các khoản phải nộp khác","Các khoản phí, lệ phí, các khoản phải nộp khác","Các khoản phí, lệ phí, các khoản phải nộp khác",7.460.785.662,38.094.741.217,40.248.564.707,5.306.962.172,7460785662.0,38094741217.0,40248564707.0,5306962172.0
Cộng,Cộng,Cộng,65.877.215.233,378.295.353.061,407.475.158.055,36.697.410.239,65877215233.0,378295353061.0,407475158055.0,36697410239.0
