row_label_raw,row_label_full,Bên liên quan,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Tổng công ty Công nghiệp Mỏ Việt Bắc TKV - CTCP,Tổng công ty Công nghiệp Mỏ Việt Bắc TKV - CTCP,Tổng công ty Công nghiệp Mỏ Việt Bắc TKV - CTCP,246.031.206,54.839.805,246031206.0,54839805.0
Công ty TNHH MTV Môi trường - TKV,Công ty TNHH MTV Môi trường - TKV,Công ty TNHH MTV Môi trường - TKV,7.261.380,13.244.504,7261380.0,13244504.0
Công ty Kho vận Cảng Cẩm Phả - Vinacomin,Công ty Kho vận Cảng Cẩm Phả - Vinacomin,Công ty Kho vận Cảng Cẩm Phả - Vinacomin,256.386.476,-,256386476.0,
Cộng,Cộng,Cộng,509.679.062,68.084.309,509679062.0,68084309.0
