row_label_raw,row_label_full,Bên liên quan > Tập đoàn Công nghiệp Than - Khoáng Sản Việt Nam,Nội dung giao dịch > Phí chuyển quyền sử dụng nhãn hiệu TKV > Nhận nợ Thuế nhà thầu > Chi phí lãi vay phát sinh trong kỳ > Lãi chậm trả tiền than > Trả cổ tức > Đặt cọc thuê văn phòng > Thanh toán tiền thuê văn phòng,Giá trị giao dịch > Số năm nay > 34.108.817.325 > 590.353.274 > 24.771.425.507 > 1.926.265.291 > 271.123.400.000 > 3.287.298.960,Giá trị giao dịch > Số năm trước > 30.903.299.597 > 2.357.028.936 > 61.227.441.624 > 292.772.806 > 372.794.675.000 > -,numeric__Nội dung giao dịch > Phí chuyển quyền sử dụng nhãn hiệu TKV > Nhận nợ Thuế nhà thầu > Chi phí lãi vay phát sinh trong kỳ > Lãi chậm trả tiền than > Trả cổ tức > Đặt cọc thuê văn phòng > Thanh toán tiền thuê văn phòng,numeric__Giá trị giao dịch > Số năm nay > 34.108.817.325 > 590.353.274 > 24.771.425.507 > 1.926.265.291 > 271.123.400.000 > 3.287.298.960,numeric__Giá trị giao dịch > Số năm trước > 30.903.299.597 > 2.357.028.936 > 61.227.441.624 > 292.772.806 > 372.794.675.000 > -
Ban QLDA Nhà điều hành Vinacomin,Ban QLDA Nhà điều hành Vinacomin,Ban QLDA Nhà điều hành Vinacomin,Đặt cọc thi công nội thất,1.095.766.320,-,,1095766320.0,
Công ty Kho vận và Cảng Cẩm Phả - Vinacomin,Công ty Kho vận và Cảng Cẩm Phả - Vinacomin,Công ty Kho vận và Cảng Cẩm Phả - Vinacomin,"Mua than, vật tư",7.067.442.727.940,6.071.319.956.080,,7067442727940.0,6071319956080.0
Trường Quản trị kinh doanh - Vinacomin,Trường Quản trị kinh doanh - Vinacomin,Trường Quản trị kinh doanh - Vinacomin,Mua dịch vụ,1.203.975.070,1.371.116.888,,1203975070.0,1371116888.0
Viện Cơ khí Năng lượng và mỏ - Vinacomin,Viện Cơ khí Năng lượng và mỏ - Vinacomin,Viện Cơ khí Năng lượng và mỏ - Vinacomin,"Mua vật tư, dịch vụ",3.676.147.522,5.304.105.387,,3676147522.0,5304105387.0
Viện Cơ khí Năng lượng và mỏ - Vinacomin,Viện Cơ khí Năng lượng và mỏ - Vinacomin,Viện Cơ khí Năng lượng và mỏ - Vinacomin,Cho mượn vật tư,-,3.978.079,,,3978079.0
Bệnh viện Than - Khoáng sản,Bệnh viện Than - Khoáng sản,Bệnh viện Than - Khoáng sản,Mua dịch vụ,1.332.437.034,1.197.808.363,,1332437034.0,1197808363.0
Tổng Công ty Công nghiệp mô Việt Bắc TKV - CTCP,Tổng Công ty Công nghiệp mô Việt Bắc TKV - CTCP,Tổng Công ty Công nghiệp mô Việt Bắc TKV - CTCP,"Mua đá vôi, thiết bị",26.285.902.855,21.113.051.908,,26285902855.0,21113051908.0
