row_label_raw,row_label_full,Khoản mục,Cơ sở tính thuế,Số trình bày trên báo cáo tài chính,Chênh lệch,numeric__Cơ sở tính thuế,numeric__Số trình bày trên báo cáo tài chính,numeric__Chênh lệch
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,6.343.080.705,,6.343.080.705,6343080705.0,,6343080705.0
Cộng,Cộng,Cộng,,,6.343.080.705,,,6343080705.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,,,1.268.616.141,,,1268616141.0
