row_label_raw,row_label_full,Bên liên quan,Lãi suất - Thời hạn,Số cuối năm,Số đầu năm,numeric__Lãi suất - Thời hạn,numeric__Số cuối năm,numeric__Số đầu năm
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,,223.520.148.000,464.897.549.266,,223520148000.0,464897549266.0
TKV (*),TKV (*),TKV (*),"3,5% -8,18%/năm - 15 năm",223.520.148.000,464.897.549.266,,223520148000.0,464897549266.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,,223.520.148.000,427.252.320.000,,223520148000.0,427252320000.0
TKV (*),TKV (*),TKV (*),"3,5% -8,18%/năm - 15 năm",223.520.148.000,427.252.320.000,,223520148000.0,427252320000.0
Cộng,Cộng,Cộng,,447.040.296.000,892.149.869.266,,447040296000.0,892149869266.0
