row_label_raw,row_label_full,Thuế giá trị gia tăng được khấu trừ,1/1/2019VND > 73.521.240.175,Số phát sinh tăng trong năm VND > 140.354.526.209,Số đã khấu trừ trong năm VND > (129.508.640.114),31/12/2019VND > 84.367.126.270,numeric__1/1/2019VND > 73.521.240.175,numeric__Số phát sinh tăng trong năm VND > 140.354.526.209,numeric__Số đã khấu trừ trong năm VND > (129.508.640.114),numeric__31/12/2019VND > 84.367.126.270
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,8.290.291,-,(8.290.291),-,8290291.0,,-8290291.0,
(b) Thuế và các khoản phải nộp Nhà nước,(b) Thuế và các khoản phải nộp Nhà nước,(b) Thuế và các khoản phải nộp Nhà nước,(b) Thuế và các khoản phải nộp Nhà nước,(b) Thuế và các khoản phải nộp Nhà nước,(b) Thuế và các khoản phải nộp Nhà nước,(b) Thuế và các khoản phải nộp Nhà nước,,,,
,,,1/1/2019VND,Số phải nộp trong năm VND,Số đã khấu trừ trong năm VND,31/12/2019VND,,,,
Thuế giá trị gia tăng,(b) Thuế và các khoản phải nộp Nhà nước > Thuế giá trị gia tăng,Thuế giá trị gia tăng,2.268.718.359,155.551.093.770,(129.508.640.114),1.415.544.581,2268718359.0,155551093770.0,-129508640114.0,1415544581.0
Thuế thu nhập doanh nghiệp,(b) Thuế và các khoản phải nộp Nhà nước > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,7.123.683.877,56.606.248.704,-,6.551.131.689,7123683877.0,56606248704.0,,6551131689.0
Thuế thu nhập cá nhân,(b) Thuế và các khoản phải nộp Nhà nước > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,895.691.480,7.262.023.687,(8.290.291),1.488.641.918,895691480.0,7262023687.0,-8290291.0,1488641918.0
Các loại thuế khác,(b) Thuế và các khoản phải nộp Nhà nước > Các loại thuế khác,Các loại thuế khác,832.022.682,27.455.682.267,-,856.513.342,832022682.0,27455682267.0,,856513342.0
,,,11.120.116.398,246.875.048.428,(129.516.930.405),10.311.831.530,11120116398.0,246875048428.0,-129516930405.0,10311831530.0
