row_label_raw,row_label_full,col_0,Mã số,2019 VND,2018 VND,numeric__Mã số,numeric__2019 VND,numeric__2018 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận trước thuế,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,342.173.065.027,388.165.159.098,1.0,342173065027.0,388165159098.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,
Khẩu hao và phân bổ,Điều chỉnh cho các khoản > Khẩu hao và phân bổ,Khẩu hao và phân bổ,02,232.077.927.206,226.987.860.487,2.0,232077927206.0,226987860487.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,165.574.441,286.895.295,3.0,165574441.0,286895295.0
Lãi chênh lệch tỷ giá do đánh giá lại,Lãi chênh lệch tỷ giá do đánh giá lại,Lãi chênh lệch tỷ giá do đánh giá lại,,,,,,
các khoản mục tiền tệ có gốc ngoại tệ,Lãi chênh lệch tỷ giá do đánh giá lại > các khoản mục tiền tệ có gốc ngoại tệ,các khoản mục tiền tệ có gốc ngoại tệ,04,(29.010.454),(197.513.760),4.0,-29010454.0,-197513760.0
Lãi từ hoạt động đầu tư,Lãi chênh lệch tỷ giá do đánh giá lại > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(22.925.859.118),(14.884.546.934),5.0,-22925859118.0,-14884546934.0
Chi phí lãi vay,Lãi chênh lệch tỷ giá do đánh giá lại > Chi phí lãi vay,Chi phí lãi vay,06,15.408.493.571,34.708.326.938,6.0,15408493571.0,34708326938.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lãi chênh lệch tỷ giá do đánh giá lại > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,566.870.190.673,635.066.181.124,8.0,566870190673.0,635066181124.0
Biến động các khoản phải thu,Lãi chênh lệch tỷ giá do đánh giá lại > Biến động các khoản phải thu,Biến động các khoản phải thu,09,(70.945.799.601),(69.344.478.441),9.0,-70945799601.0,-69344478441.0
Biến động hàng tồn kho,Lãi chênh lệch tỷ giá do đánh giá lại > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(4.936.144.718),(7.154.068.832),10.0,-4936144718.0,-7154068832.0
Biến động các khoản phải trả và nợ phải trả khác,Lãi chênh lệch tỷ giá do đánh giá lại > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,49.238.195.646,21.613.023.924,11.0,49238195646.0,21613023924.0
Biến động chỉ phí trả trước,Lãi chênh lệch tỷ giá do đánh giá lại > Biến động chỉ phí trả trước,Biến động chỉ phí trả trước,12,15.277.663.036,30.581.281.688,12.0,15277663036.0,30581281688.0
,,,,555.504.105.036,610.761.939.463,,555504105036.0,610761939463.0
Tiền lãi vay đã trả,Lãi chênh lệch tỷ giá do đánh giá lại > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(19.267.995.515),(37.757.383.058),14.0,-19267995515.0,-37757383058.0
Thuế thu nhập doanh nghiệp đã nộp,Lãi chênh lệch tỷ giá do đánh giá lại > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(57.178.800.892),(33.254.117.110),15.0,-57178800892.0,-33254117110.0
Tiền chi khác cho hoạt động kinh doanh,Lãi chênh lệch tỷ giá do đánh giá lại > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(33.200.298.840),(28.991.079.426),17.0,-33200298840.0,-28991079426.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lãi chênh lệch tỷ giá do đánh giá lại > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,445.857.009.789,510.759.359.869,20.0,445857009789.0,510759359869.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,21,(102.357.991.313),(177.717.164.270),21.0,-102357991313.0,-177717164270.0
Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,22,2.194.636.362,895.313.617,22.0,2194636362.0,895313617.0
Tiền thu từ bán lại các công cụ nợ của các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ bán lại các công cụ nợ của các đơn vị khác,Tiền thu từ bán lại các công cụ nợ của các đơn vị khác,24,-,45.855.299.613,24.0,,45855299613.0
Tiền thu lãi tiền gửi và cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi và cổ tức,Tiền thu lãi tiền gửi và cổ tức,27,15.273.279.405,14.519.390.626,27.0,15273279405.0,14519390626.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(84.890.075.546),(116.447.160.414),30.0,-84890075546.0,-116447160414.0
