row_label_raw,row_label_full,col_0,Hoạt động bốcđỡ containerVND,"Hoạt độngchạy lạnh, kiểm hóa,kiềm dịch, lưu kho,lưu bãiVND",Hoạt độngvận chuyểnVND,Hoạt động khácVND,Tổng cộngVND,numeric__Hoạt động bốcđỡ containerVND,"numeric__Hoạt độngchạy lạnh, kiểm hóa,kiềm dịch, lưu kho,lưu bãiVND",numeric__Hoạt độngvận chuyểnVND,numeric__Hoạt động khácVND,numeric__Tổng cộngVND
Tài sản của bộ phậnTài sản không phân bổ,Tài sản của bộ phậnTài sản không phân bổ,Tài sản của bộ phậnTài sản không phân bổ,840.820.442.004,156.654.977.959,205.627.861.166,62.519.883.768,1.265.623.164.8971.223.459.544.940,840820442004.0,156654977959.0,205627861166.0,62519883768.0,1.2656231648971222e+25
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,2.489.082.709.837,,,,,2489082709837.0
Nợ phải trả của bộ phậnCác khoản nợ không phân bổ,Nợ phải trả của bộ phậnCác khoản nợ không phân bổ,Nợ phải trả của bộ phậnCác khoản nợ không phân bổ,69.432.877.162,11.457.163.950,3.804.805.132,13.549.517.288,98.244.363.532446.268.769.284,69432877162.0,11457163950.0,3804805132.0,13549517288.0,9.824436353244627e+22
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,,544.513.132.816,,,,,544513132816.0
Chỉ tiêu vốnKhẩu hao tài sản cố định hữu hìnhKhẩu hao tài sản cố định vô hình,Chỉ tiêu vốnKhẩu hao tài sản cố định hữu hìnhKhẩu hao tài sản cố định vô hình,Chỉ tiêu vốnKhẩu hao tài sản cố định hữu hìnhKhẩu hao tài sản cố định vô hình,143.880.003.878169.740.074.374,14.387.000.02113.848.580.343,8.289.484.39516.740.951.244,11.160.675.9767.565.720.118,177.717.164.270207.895.326.0792.833.470.266,1.4388000387816974e+23,1.4387000021138486e+21,8.28948439516741e+20,1.1160675976756571e+20,1.777171642702079e+33
