row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2019VND,2018VND,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,,
Cung cấp dịch vụ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ > Cung cấp dịch vụ,Cung cấp dịch vụ,49.900.660.600,19.668.211.916,49900660600.0,19668211916.0
Sử dụng dịch vụ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ > Sử dụng dịch vụ,Sử dụng dịch vụ,134.205.963.762,90.792.717.154,134205963762.0,90792717154.0
Cổ tức được chia,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ > Cổ tức được chia,Cổ tức được chia,4.410.100.000,4.409.000.000,4410100000.0,4409000000.0
Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,,
Cổ tức được chia,Công ty Cổ phần Logistics Căng Đà Nẵng > Cổ tức được chia,Cổ tức được chia,1.864.000.000,2.708.400.000,1864000000.0,2708400000.0
Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,,
Cung cấp dịch vụ,Công ty TNHH Tuyến Container T.S Hà Nội > Cung cấp dịch vụ,Cung cấp dịch vụ,28.990.533.384,23.979.215.385,28990533384.0,23979215385.0
Sử dụng dịch vụ,Công ty TNHH Tuyến Container T.S Hà Nội > Sử dụng dịch vụ,Sử dụng dịch vụ,948.048.430,2.334.432.585,948048430.0,2334432585.0
Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,,
Tiền lương và thường,Thành viên Ban Giám đốc > Tiền lương và thường,Tiền lương và thường,2.993.012.599,3.196.679.174,2993012599.0,3196679174.0
Thành viên Hội đồng Quản trị và Ban Kiểm soát,Thành viên Hội đồng Quản trị và Ban Kiểm soát,Thành viên Hội đồng Quản trị và Ban Kiểm soát,Thành viên Hội đồng Quản trị và Ban Kiểm soát,Thành viên Hội đồng Quản trị và Ban Kiểm soát,,
Thường,Thành viên Hội đồng Quản trị và Ban Kiểm soát > Thường,Thường,2.650.000.000,2.228.000.000,2650000000.0,2228000000.0
