row_label_raw,row_label_full,col_0,Công tyCổ phầnLogisticsCăng Đà NẵngVND,Công tyCổ phần Căngdịch vụ Đầu khíĐình VũVND,Công tyTNHH TuyênContainer T.SHà NộiVND,Tổng cộngVND,numeric__Công tyCổ phầnLogisticsCăng Đà NẵngVND,numeric__Công tyCổ phần Căngdịch vụ Đầu khíĐình VũVND,numeric__Công tyTNHH TuyênContainer T.SHà NộiVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,15.571.905.722,94.239.876.698,2.002.500.000,111.814.282.420,15571905722.0,94239876698.0,2002500000.0,111814282420.0
Lãi từ công ty liên kết,Lãi từ công ty liên kết,Lãi từ công ty liên kết,2.528.696.277,7.431.481.737,1.824.637.455,11.784.815.469,2528696277.0,7431481737.0,1824637455.0,11784815469.0
Cổ tức,Cổ tức,Cổ tức,(1.864.000.000),(4.410.100.000),-,(6.274.100.000),-1864000000.0,-4410100000.0,,-6274100000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,16.236.601.999,97.261.258.435,3.827.137.455,117.324.997.889,16236601999.0,97261258435.0,3827137455.0,117324997889.0
