row_label_raw,row_label_full,col_0,Hoạt động bốc dởcontainerVND,"Hoạt độngchạy lạnh, kiểm hóa,kiểm dịch, lưu kho,lưu bãiVND",Hoạt độngvận chuyểnVND,Hoạt động khácVND,Tổng cộngVND,numeric__Hoạt động bốc dởcontainerVND,"numeric__Hoạt độngchạy lạnh, kiểm hóa,kiểm dịch, lưu kho,lưu bãiVND",numeric__Hoạt độngvận chuyểnVND,numeric__Hoạt động khácVND,numeric__Tổng cộngVND
Năm kết thúc ngày 31 tháng 12 năm 2018,Năm kết thúc ngày 31 tháng 12 năm 2018,Năm kết thúc ngày 31 tháng 12 năm 2018,Năm kết thúc ngày 31 tháng 12 năm 2018,Năm kết thúc ngày 31 tháng 12 năm 2018,Năm kết thúc ngày 31 tháng 12 năm 2018,Năm kết thúc ngày 31 tháng 12 năm 2018,Năm kết thúc ngày 31 tháng 12 năm 2018,,,,,
,,,Tổng doanh thu của bộ phận,1.093.043.815.500,294.162.356.816,175.423.909.236,131.830.063.527,,1093043815500.0,294162356816.0,175423909236.0,131830063527.0
Chi phí không phân bổ,Năm kết thúc ngày 31 tháng 12 năm 2018 > Chi phí không phân bổ,Chi phí không phân bổ,,,,,1.314.541.747.319,,,,,1314541747319.0
Kết quả từ các hoạt động kinh doanh,Năm kết thúc ngày 31 tháng 12 năm 2018 > Kết quả từ các hoạt động kinh doanh,Kết quả từ các hoạt động kinh doanh,,,,,379.918.397.760,,,,,379918397760.0
Thu nhập khác,Năm kết thúc ngày 31 tháng 12 năm 2018 > Thu nhập khác,Thu nhập khác,,,,,2.078.652.847,,,,,2078652847.0
Chi phí khác,Năm kết thúc ngày 31 tháng 12 năm 2018 > Chi phí khác,Chi phí khác,,,,,686.908.787,,,,,686908787.0
Phần chia lợi nhuận của công ty liên kết,Năm kết thúc ngày 31 tháng 12 năm 2018 > Phần chia lợi nhuận của công ty liên kết,Phần chia lợi nhuận của công ty liên kết,,,,,6.855.017.278,,,,,6855017278.0
Thuế thu nhập doanh nghiệp,Năm kết thúc ngày 31 tháng 12 năm 2018 > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,,,,,33.920.152.609,,,,,33920152609.0
Lợi nhuận thuần sau thuế TNDN,Năm kết thúc ngày 31 tháng 12 năm 2018 > Lợi nhuận thuần sau thuế TNDN,Lợi nhuận thuần sau thuế TNDN,,,,,354.245.006.489,,,,,354245006489.0
