row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,15.203.489.680.846,14.275.600.541.094,15203489680846.0,14275600541094.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,3.366.896.644.695,1.641.790.209.131,3366896644695.0,1641790209131.0
- Dự phòng nợ phải thu khó đòi,- Dự phòng nợ phải thu khó đòi,- Dự phòng nợ phải thu khó đòi,3.050.030.256.428,1.505.710.034.546,3050030256428.0,1505710034546.0
- Trích trước chi phí thuê đất,- Trích trước chi phí thuê đất,- Trích trước chi phí thuê đất,41.412.226.880,67.400.912.811,41412226880.0,67400912811.0
- Khấu hao tài sản cố định tạm tăng,- Khấu hao tài sản cố định tạm tăng,- Khấu hao tài sản cố định tạm tăng,108.383.408.925,61.101.209.509,108383408925.0,61101209509.0
- Dự phòng các khoản đầu tư tài chính,- Dự phòng các khoản đầu tư tài chính,- Dự phòng các khoản đầu tư tài chính,3.863.979.769,2.602.518.598,3863979769.0,2602518598.0
- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm nay,- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm nay,- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm nay,370.504.184,960.466.558,370504184.0,960466558.0
- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm trước,- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm trước,- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm trước,97.612.436.224,-,97612436224.0,
- Chi phí sửa chữa tạm tăng,- Chi phí sửa chữa tạm tăng,- Chi phí sửa chữa tạm tăng,55.077.169.685,-,55077169685.0,
- Chi phí loại trừ khi tính thuế,- Chi phí loại trừ khi tính thuế,- Chi phí loại trừ khi tính thuế,10.146.662.600,4.015.067.109,10146662600.0,4015067109.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(1.653.307.298.540),(2.254.624.319.857),-1653307298540.0,-2254624319857.0
- Dự phòng nợ phải thu khó đòi,- Dự phòng nợ phải thu khó đòi,- Dự phòng nợ phải thu khó đòi,(1.505.710.034.546),(2.015.521.409.658),-1505710034546.0,-2015521409658.0
- Trích trước chi phí thuê đất,- Trích trước chi phí thuê đất,- Trích trước chi phí thuê đất,(67.400.912.811),(73.876.043.909),-67400912811.0,-73876043909.0
- Khấu hao tài sản cố định tạm tăng,- Khấu hao tài sản cố định tạm tăng,- Khấu hao tài sản cố định tạm tăng,(61.101.209.509),(62.157.142.821),-61101209509.0,-62157142821.0
- Dự phòng các khoản đầu tư tài chính,- Dự phòng các khoản đầu tư tài chính,- Dự phòng các khoản đầu tư tài chính,(2.602.518.598),(2.859.933.746),-2602518598.0,-2859933746.0
- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm trước,- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm trước,- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm trước,(960.466.558),(1.355.435.036),-960466558.0,-1355435036.0
- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm nay,- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm nay,- Lãi chênh lệch tỷ giá hối đoái do đánh giá lại tiền và các khoản phải thu có gốc ngoại tệ năm nay,(15.532.156.518),(97.612.436.224),-15532156518.0,-97612436224.0
- Chi phí sửa chữa,- Chi phí sửa chữa,- Chi phí sửa chữa,-,(1.241.918.463),,-1241918463.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(534.837.478.642),(380.328.719.905),-534837478642.0,-380328719905.0
Tổng thu nhập chịu thuế trong năm,Tổng thu nhập chịu thuế trong năm,Tổng thu nhập chịu thuế trong năm,16.382.241.548.359,13.282.437.710.463,16382241548359.0,13282437710463.0
Thu nhập tính thuế,Thu nhập tính thuế,Thu nhập tính thuế,16.382.241.548.359,13.282.437.710.463,16382241548359.0,13282437710463.0
Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,20%,20%,0.2,0.2
Thuế thu nhập doanh nghiệp phải trả,Thuế thu nhập doanh nghiệp phải trả,Thuế thu nhập doanh nghiệp phải trả,3.276.448.309.672,2.656.487.542.093,3276448309672.0,2656487542093.0
Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,3.276.448.309.672,2.656.487.542.093,3276448309672.0,2656487542093.0
